paperId,authorId
01f4154441502641c4bd63eb029130f6e6f28c09,2028445562
01f4154441502641c4bd63eb029130f6e6f28c09,47775409
01f4154441502641c4bd63eb029130f6e6f28c09,1865091
9e5ce5d20ec86296f1c9e69d25bc953afa7daa9d,114670483
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,1648590660
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,145833514
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,3486445
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,2232839913
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,40451073
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,2643325
5f2c0fffeb54adc8312d87bdaa4470220e72d83b,50117547
77c98b7c7762d34e14abe79dec8f27833c1822ee,2082463068
77c98b7c7762d34e14abe79dec8f27833c1822ee,49191695
77c98b7c7762d34e14abe79dec8f27833c1822ee,2067745309
77c98b7c7762d34e14abe79dec8f27833c1822ee,2054573663
77c98b7c7762d34e14abe79dec8f27833c1822ee,1633532182
77c98b7c7762d34e14abe79dec8f27833c1822ee,2108515165
77c98b7c7762d34e14abe79dec8f27833c1822ee,2153953468
02325954f6d81ee19f63307c90f19eb41f458606,2180918835
02325954f6d81ee19f63307c90f19eb41f458606,51196960
4166174eda05f86ae4b47e026ed5a1eff454b315,52154557
4166174eda05f86ae4b47e026ed5a1eff454b315,69511896
4166174eda05f86ae4b47e026ed5a1eff454b315,118101227
4166174eda05f86ae4b47e026ed5a1eff454b315,2077312078
4166174eda05f86ae4b47e026ed5a1eff454b315,1993200717
4166174eda05f86ae4b47e026ed5a1eff454b315,2170349072
61092e8b51e60b9accb6980a383a2014baf641e8,3224888
61092e8b51e60b9accb6980a383a2014baf641e8,2516392
61092e8b51e60b9accb6980a383a2014baf641e8,2129500017
224537e971d63c5ab906342e1ac93c5de974de39,1413700509
224537e971d63c5ab906342e1ac93c5de974de39,1831215491
224537e971d63c5ab906342e1ac93c5de974de39,2830226
224537e971d63c5ab906342e1ac93c5de974de39,2715042
224537e971d63c5ab906342e1ac93c5de974de39,1753261
224537e971d63c5ab906342e1ac93c5de974de39,1692818
224537e971d63c5ab906342e1ac93c5de974de39,2992223
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,152829057
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,2144351671
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,31607543
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,26889443
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,144078005
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,145654220
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,2356016
10aa7a656ba1daf64e2ebc74cb6cbb3658cec341,1696991
6be940195fdaf3beeebde811f08d221c76e75512,31607543
6be940195fdaf3beeebde811f08d221c76e75512,145654220
6be940195fdaf3beeebde811f08d221c76e75512,1696991
8f658e5e34780617b06b083925400b7b20870883,1606134551
8f658e5e34780617b06b083925400b7b20870883,2113729312
8f658e5e34780617b06b083925400b7b20870883,2156698254
8f658e5e34780617b06b083925400b7b20870883,50132843
8f658e5e34780617b06b083925400b7b20870883,2156422992
8f658e5e34780617b06b083925400b7b20870883,3012546
91be9b64512f00df0bf10a74eed5a3ce9392e560,2118117081
91be9b64512f00df0bf10a74eed5a3ce9392e560,2056030835
91be9b64512f00df0bf10a74eed5a3ce9392e560,1411480789
91be9b64512f00df0bf10a74eed5a3ce9392e560,2116273649
91be9b64512f00df0bf10a74eed5a3ce9392e560,2110887737
91be9b64512f00df0bf10a74eed5a3ce9392e560,1679875
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2150929282
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2145774793
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2100336345
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2149538510
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2157206096
36b6574cd825de3dea74e2f93ec2356c66cc6bf2,2198145
eba54f56853495e0d78f5f0ad1214d4a0d302a8b,152525749
eba54f56853495e0d78f5f0ad1214d4a0d302a8b,1891681
eba54f56853495e0d78f5f0ad1214d4a0d302a8b,48259069
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,6654149
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,2118240790
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,46757485
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,3373601
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,2597805
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,1437972053
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,122737130
9c19baca2b600b5c49bb0c595f783f3b7ce755bf,2107992485
9c19baca2b600b5c49bb0c595f783f3b7ce755bf,1405907659
9c19baca2b600b5c49bb0c595f783f3b7ce755bf,2110014766
9c19baca2b600b5c49bb0c595f783f3b7ce755bf,153386875
9f19ec6f1dd98b813501b81541bd741212a1369e,3184373
9f19ec6f1dd98b813501b81541bd741212a1369e,3683492
9f19ec6f1dd98b813501b81541bd741212a1369e,2109886368
9f19ec6f1dd98b813501b81541bd741212a1369e,2118243982
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,52154557
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,69511896
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,118101227
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,2077312078
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,1993200717
1577ba992feb9d7a3f5e78f4c4bd67dfada55790,31272704
1577ba992feb9d7a3f5e78f4c4bd67dfada55790,3127133
9dd395562b2a239fcaf6ae200279d430640b770f,25158111
9dd395562b2a239fcaf6ae200279d430640b770f,39775678
9dd395562b2a239fcaf6ae200279d430640b770f,2145454839
9dd395562b2a239fcaf6ae200279d430640b770f,31515182
9dd395562b2a239fcaf6ae200279d430640b770f,143881938
9dd395562b2a239fcaf6ae200279d430640b770f,145134808
367a13deb9c9d313cdf53750a2ef086bb00bdad9,2092023363
367a13deb9c9d313cdf53750a2ef086bb00bdad9,102399642
367a13deb9c9d313cdf53750a2ef086bb00bdad9,92035426
dfc1d7e653af7a4a4c20bcb626b8fedd3290ad55,32194041
dfc1d7e653af7a4a4c20bcb626b8fedd3290ad55,15860199
dfc1d7e653af7a4a4c20bcb626b8fedd3290ad55,2506727
dfc1d7e653af7a4a4c20bcb626b8fedd3290ad55,144897958
b82bf30797b9a110e137bd5876c4572855fa1100,49941672
b82bf30797b9a110e137bd5876c4572855fa1100,3194727
b82bf30797b9a110e137bd5876c4572855fa1100,1992908271
b82bf30797b9a110e137bd5876c4572855fa1100,50248637
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,1831215491
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,2686200
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,1413700509
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,2830226
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,1869738
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,2715042
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,1753261
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,2629216
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,1692818
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,2992223
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,2119623
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,51982527
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,5057075
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,144035123
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,143727831
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,1834427
d69c2559ca20241db00f6853982f676a7d10e6f4,3369864
d5204405d583367fccba79762878c15e3db7fb52,143746874
d5204405d583367fccba79762878c15e3db7fb52,2766209
d5204405d583367fccba79762878c15e3db7fb52,2372957
06fdcdd8c921c0fe67325a5997f1cc33e981f9aa,2111433515
06fdcdd8c921c0fe67325a5997f1cc33e981f9aa,3228938
06fdcdd8c921c0fe67325a5997f1cc33e981f9aa,1642134508
522a67ce529453884549bfb33eeeb4c36244e87c,2047311176
522a67ce529453884549bfb33eeeb4c36244e87c,1707975
522a67ce529453884549bfb33eeeb4c36244e87c,9393445
522a67ce529453884549bfb33eeeb4c36244e87c,6171422
11003c6f3537147568642752a1f977e310fd0cc7,152525749
11003c6f3537147568642752a1f977e310fd0cc7,1891681
11003c6f3537147568642752a1f977e310fd0cc7,48259069
5a6c5a39152ecfad6e6f06bab773837b63033a12,36031463
5a6c5a39152ecfad6e6f06bab773837b63033a12,144267266
67caf6539e066237f20f55d8bce820a53dfbc3bc,52154557
67caf6539e066237f20f55d8bce820a53dfbc3bc,69511896
67caf6539e066237f20f55d8bce820a53dfbc3bc,118101227
67caf6539e066237f20f55d8bce820a53dfbc3bc,2077312078
67caf6539e066237f20f55d8bce820a53dfbc3bc,1993200717
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,90799334
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,1993231685
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,87755009
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,50821939
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,2110196495
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,122319778
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,1993227510
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,1993253528
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,1401207455
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,2136714312
96150d2fdbb72e11882ad06b346d6e0d2e819d51,2107992485
96150d2fdbb72e11882ad06b346d6e0d2e819d51,1405907659
96150d2fdbb72e11882ad06b346d6e0d2e819d51,2110014766
96150d2fdbb72e11882ad06b346d6e0d2e819d51,153386875
8381ae03629962ab8bd0782f6a8075597c1e63f7,152829057
8381ae03629962ab8bd0782f6a8075597c1e63f7,2144351671
8381ae03629962ab8bd0782f6a8075597c1e63f7,144078005
8381ae03629962ab8bd0782f6a8075597c1e63f7,145654220
8381ae03629962ab8bd0782f6a8075597c1e63f7,2356016
8381ae03629962ab8bd0782f6a8075597c1e63f7,1696991
d08405247d48d3e9a0580de3621359303483bf77,1557587939
d08405247d48d3e9a0580de3621359303483bf77,2109647546
d08405247d48d3e9a0580de3621359303483bf77,144067255
1a4a5c24c2ee500819b81da6dd07483ef4112846,1936895
1a4a5c24c2ee500819b81da6dd07483ef4112846,27053388
1a4a5c24c2ee500819b81da6dd07483ef4112846,1720275
1a4a5c24c2ee500819b81da6dd07483ef4112846,1762753
574336423b6e5a3833719414cdb44b845ead21ee,2064159883
574336423b6e5a3833719414cdb44b845ead21ee,48684031
574336423b6e5a3833719414cdb44b845ead21ee,1746258
cff98f47f59ae8d55e7d0f56cd7914d280771613,9275594
cff98f47f59ae8d55e7d0f56cd7914d280771613,1834119810
cff98f47f59ae8d55e7d0f56cd7914d280771613,1766272
cff98f47f59ae8d55e7d0f56cd7914d280771613,116687502
cff98f47f59ae8d55e7d0f56cd7914d280771613,37077230
8b9346af26e460bc37d0e3a4e957a6c42beb3677,48598731
8b9346af26e460bc37d0e3a4e957a6c42beb3677,2119216752
8b9346af26e460bc37d0e3a4e957a6c42beb3677,152829057
8b9346af26e460bc37d0e3a4e957a6c42beb3677,2647061
8b9346af26e460bc37d0e3a4e957a6c42beb3677,144078005
8b9346af26e460bc37d0e3a4e957a6c42beb3677,1696991
8b9346af26e460bc37d0e3a4e957a6c42beb3677,145654220
8b9346af26e460bc37d0e3a4e957a6c42beb3677,2356016
f82a08af8933b0ab5b47f2c68190d7b9179021d4,1717172
b4e77d32df4a21d27f4a5a01bc5c78a9e676f5d7,145556868
b4e77d32df4a21d27f4a5a01bc5c78a9e676f5d7,47901325
b4e77d32df4a21d27f4a5a01bc5c78a9e676f5d7,2227552850
dcf8540bad8b140063737702c5d3dda3cd3908b3,47366187
dcf8540bad8b140063737702c5d3dda3cd3908b3,2341417
126e0801de465f8d2092af3eb88a89a8f2e995f7,2111207039
126e0801de465f8d2092af3eb88a89a8f2e995f7,1405907659
126e0801de465f8d2092af3eb88a89a8f2e995f7,4487395
126e0801de465f8d2092af3eb88a89a8f2e995f7,153386875
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,1696991
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,152829057
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,144078005
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,32363057
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,48598731
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,2119216752
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,2064610770
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,2356016
cd04ba0a3e183ee86221ecf98efb73c3495ec929,50543166
cd04ba0a3e183ee86221ecf98efb73c3495ec929,3163032
cd04ba0a3e183ee86221ecf98efb73c3495ec929,2156146625
cd04ba0a3e183ee86221ecf98efb73c3495ec929,1764950
cd04ba0a3e183ee86221ecf98efb73c3495ec929,21340060
cd04ba0a3e183ee86221ecf98efb73c3495ec929,1789744
4ce8857aa18acd253aa33b618e37cc0bab58e23d,145556868
4ce8857aa18acd253aa33b618e37cc0bab58e23d,47901325
a38b4012012d73a572d8cab33dd2b668b807b10e,15860199
a38b4012012d73a572d8cab33dd2b668b807b10e,1812046
a38b4012012d73a572d8cab33dd2b668b807b10e,34405728
a38b4012012d73a572d8cab33dd2b668b807b10e,2506727
a38b4012012d73a572d8cab33dd2b668b807b10e,144897958
1735da3648759becea03fb3e8d4bc09c943e28d6,1904707
19e5c0abfdcc0d99e3e117bd1e40b2f06191e1fa,1471852485
19e5c0abfdcc0d99e3e117bd1e40b2f06191e1fa,123010154
19e5c0abfdcc0d99e3e117bd1e40b2f06191e1fa,2103553424
604f0b78b76aaf6e8ba158835daa762f805b5846,1717172
604f0b78b76aaf6e8ba158835daa762f805b5846,92230312
5dd268d78209640485160518b12f5f9a7f51f60f,2109577329
5dd268d78209640485160518b12f5f9a7f51f60f,153497983
a5271599a0066683b0711652f3de3d73a52e09de,153396335
6c126ce47054d91a94b69cabc81540f4028898b8,2064159883
6c126ce47054d91a94b69cabc81540f4028898b8,48684031
6c126ce47054d91a94b69cabc81540f4028898b8,1746258
10d8c854a366b05433a41c59cc1efd13e8a93214,1696991
10d8c854a366b05433a41c59cc1efd13e8a93214,48598731
10d8c854a366b05433a41c59cc1efd13e8a93214,2119216752
10d8c854a366b05433a41c59cc1efd13e8a93214,152829057
10d8c854a366b05433a41c59cc1efd13e8a93214,144078005
10d8c854a366b05433a41c59cc1efd13e8a93214,2647061
10d8c854a366b05433a41c59cc1efd13e8a93214,32363057
10d8c854a366b05433a41c59cc1efd13e8a93214,145654220
10d8c854a366b05433a41c59cc1efd13e8a93214,2356016
9c61c087288dc5dfcdd554917217a87006d40e6b,4910863
9c61c087288dc5dfcdd554917217a87006d40e6b,4089271
a2ac4d6919a17e6859c70f0c53a8305ae08df3bb,3037160
a2ac4d6919a17e6859c70f0c53a8305ae08df3bb,143865718
64d97e1a332c14cf9ae9311be9d43bfd2a8f3456,49684692
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,2997617
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,5276132
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,2053651343
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,2109245810
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,7500739
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,3056052
a0c8782451067209b1c2c62cf82edda19b2a669e,2305230716
a0c8782451067209b1c2c62cf82edda19b2a669e,144187925
a0c8782451067209b1c2c62cf82edda19b2a669e,8842665
a0c8782451067209b1c2c62cf82edda19b2a669e,1712843
87bc5ce987c66d07c7d5df40f28411eeb006463f,2456901
87bc5ce987c66d07c7d5df40f28411eeb006463f,2056446605
d2db7c99c6768cf9946cbaf73401ec9b7704fb8d,34777861
d2db7c99c6768cf9946cbaf73401ec9b7704fb8d,145932629
c84737c7cb2d099bf76e50ccd5f704037d81aa62,3037160
c84737c7cb2d099bf76e50ccd5f704037d81aa62,143865718
544f81479c5b0177715f155e644351a878ad1fba,1717172
544f81479c5b0177715f155e644351a878ad1fba,5462319
544f81479c5b0177715f155e644351a878ad1fba,48981841
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,52154557
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,2071565241
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,2067388487
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,71432061
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,1723792
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,143776381
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,1909324
edebb240775435c7cefaf3666e2b5e894ada7f47,2027181
6546a9b48810edfb527e3af45cb5ee36f573cf5a,145556868
6546a9b48810edfb527e3af45cb5ee36f573cf5a,2056040891
6546a9b48810edfb527e3af45cb5ee36f573cf5a,37777082
6546a9b48810edfb527e3af45cb5ee36f573cf5a,47901325
3e27c7e0a755b7ef4e19395b9696300bb98f9690,49684692
3e27c7e0a755b7ef4e19395b9696300bb98f9690,2066763205
3e27c7e0a755b7ef4e19395b9696300bb98f9690,2006610
3e27c7e0a755b7ef4e19395b9696300bb98f9690,145292735
cc710563c48317bbd1b107c62dadf61bfb41a76f,1749373
0ecdf788d244ae5d95cb23b42a98507cf595f56f,1689233
0ecdf788d244ae5d95cb23b42a98507cf595f56f,47849651
0ecdf788d244ae5d95cb23b42a98507cf595f56f,20937093
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,1398288379
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,2976069
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,49617585
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,1687935
58141c9f8cf4f6cec747fa71bdcdedb78a79519d,2324553866
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,34735743
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,1980700
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,1729760
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,3140440
103e5f3e8b5e10db86c949c475f6a628a5565f89,40107912
103e5f3e8b5e10db86c949c475f6a628a5565f89,31609137
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,2742083
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,2040325
501b619a0c321aee8d9506e318e5c8f22d563f2f,2098636592
5e72d92e02a35051da555930efc7426956c87603,145099524
5e72d92e02a35051da555930efc7426956c87603,145165599
5e72d92e02a35051da555930efc7426956c87603,66256479
5e72d92e02a35051da555930efc7426956c87603,2444586
fe32d58637fed83382687f55a70b0b5bd4aa6b31,33519510
2b5e96889b823fa421278b9824913969d28dc2c6,2111207039
2b5e96889b823fa421278b9824913969d28dc2c6,1405907659
2b5e96889b823fa421278b9824913969d28dc2c6,4487395
2b5e96889b823fa421278b9824913969d28dc2c6,153386875
47ae41d513630b8e4a03a124d7c20eae97ddbf55,2149233708
47ae41d513630b8e4a03a124d7c20eae97ddbf55,2158026950
47ae41d513630b8e4a03a124d7c20eae97ddbf55,3197038
54718446e800fc1191339ee6ce0e6b026207bce0,1717172
c69f5261edb4dde001fcea4d32b06fdf9dd9358a,145556868
c69f5261edb4dde001fcea4d32b06fdf9dd9358a,47901325
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,47849651
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,116652529
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,3369864
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,145963962
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,4089271
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,6425527
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,4910863
469bf173e05a8a17170bbb317502b1e6002ebdc1,1749373
469bf173e05a8a17170bbb317502b1e6002ebdc1,1823362
469bf173e05a8a17170bbb317502b1e6002ebdc1,143694777
469bf173e05a8a17170bbb317502b1e6002ebdc1,143865718
430d827edfbdd39ceb9ebf1a34a181e665335f79,35092344
430d827edfbdd39ceb9ebf1a34a181e665335f79,38729422
430d827edfbdd39ceb9ebf1a34a181e665335f79,145249172
430d827edfbdd39ceb9ebf1a34a181e665335f79,145861884
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,2478739
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,2846354
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,35144264
85278459b71423426dbd255c99213b6d54bb2860,1791358
9de7b515b870735b9eb2efac145bb9e4f8289b4d,1904707
9de7b515b870735b9eb2efac145bb9e4f8289b4d,3124688
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,16960304
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,116652529
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,3369864
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,1918754
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,2112852081
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,3230586
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,2108511025
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,2108555107
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,1842326
494864b41951afd8d4df00cd064de74d75219b14,3369864
494864b41951afd8d4df00cd064de74d75219b14,4351871
494864b41951afd8d4df00cd064de74d75219b14,144199240
6455e0b121abc60d4995f659df5e174e0ad77b8e,2678326
6455e0b121abc60d4995f659df5e174e0ad77b8e,48666433
6455e0b121abc60d4995f659df5e174e0ad77b8e,6095372
6455e0b121abc60d4995f659df5e174e0ad77b8e,48529089
6455e0b121abc60d4995f659df5e174e0ad77b8e,3282030
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,2149995908
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,1696991
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,1853375
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,2180933
c7e7e251a4a69af23cf2de2eea49b4675ba49d2b,2624078
c7e7e251a4a69af23cf2de2eea49b4675ba49d2b,3252109
c1697e396a20aa5a421cb79b7ed2e626b5c28133,41133681
19ab8aff8b6041289277d507fa7376b7feb4962e,3141668
19ab8aff8b6041289277d507fa7376b7feb4962e,1895768
0dcf0145e7a986482449b88b817a6716d6f930d4,2064275775
0dcf0145e7a986482449b88b817a6716d6f930d4,31154162
0dcf0145e7a986482449b88b817a6716d6f930d4,116652529
3efe416a7f19e05707075c646cd78a364674800f,1874975
3efe416a7f19e05707075c646cd78a364674800f,3124688
64e99ef6f1910178c5672b27d5ab722375b33ee8,2849260
64e99ef6f1910178c5672b27d5ab722375b33ee8,1923642
64e99ef6f1910178c5672b27d5ab722375b33ee8,145269712
24ce748146c75938b0a136e5473472020b2698d7,2870903
24ce748146c75938b0a136e5473472020b2698d7,143694777
24ce748146c75938b0a136e5473472020b2698d7,2200541
137167f76cc6f413d54355abc4f7672b5af31630,2200541
137167f76cc6f413d54355abc4f7672b5af31630,145937014
137167f76cc6f413d54355abc4f7672b5af31630,2074160
74f0c203bcfbc6fc13bc9ee9aefb7e71261ca591,35080731
9995d891a5d6737eadd7b386de23fbd7aef77903,143852685
9995d891a5d6737eadd7b386de23fbd7aef77903,3177797
9995d891a5d6737eadd7b386de23fbd7aef77903,1708642
9995d891a5d6737eadd7b386de23fbd7aef77903,2827962
4d7041781419674d6defcec809ecb3fa9406becb,6116437
4d7041781419674d6defcec809ecb3fa9406becb,4769631
4d7041781419674d6defcec809ecb3fa9406becb,1717172
4d7041781419674d6defcec809ecb3fa9406becb,4331863
d211b8abdc45b32523b753996732aae56d915707,2045166
d211b8abdc45b32523b753996732aae56d915707,2781306
d211b8abdc45b32523b753996732aae56d915707,1781120
d12f4c827739b91db063162b01bb0da25f24966f,4722457
d12f4c827739b91db063162b01bb0da25f24966f,3129191
d12f4c827739b91db063162b01bb0da25f24966f,2634712
d12f4c827739b91db063162b01bb0da25f24966f,143961022
d12f4c827739b91db063162b01bb0da25f24966f,1746694
d12f4c827739b91db063162b01bb0da25f24966f,144297121
d12f4c827739b91db063162b01bb0da25f24966f,4842272
9413124d9f8b8a7a06f7c6b77b12f1af9964b8b0,3177797
9413124d9f8b8a7a06f7c6b77b12f1af9964b8b0,2066074715
