paperId,title,referenceCount,citationCount,publicationDate,venue,year,fieldsOfStudy
eba54f56853495e0d78f5f0ad1214d4a0d302a8b,Magnetic resonance-based eye tracking using deep neural networks,45.0,30.0,2021-11-08,Nature Neuroscience,2021.0,['Medicine']
5e5c85a508eb1f4e959d5bdb343ae4f0d91811b0,Predicting Task-Driven Attention via Integrating Bottom-Up Stimulus and Top-Down Guidance,68.0,8.0,2021-09-24,IEEE Transactions on Image Processing,2021.0,"['Medicine', 'Computer Science']"
9c19baca2b600b5c49bb0c595f783f3b7ce755bf,"Attention in Reasoning: Dataset, Analysis, and Modeling",107.0,3.0,2021-09-22,IEEE Transactions on Pattern Analysis and Machine Intelligence,2021.0,"['Medicine', 'Computer Science']"
9f19ec6f1dd98b813501b81541bd741212a1369e,Saliency-Based Gaze Visualization for Eye Movement Analysis,68.0,6.0,2021-07-30,Italian National Conference on Sensors,2021.0,"['Computer Science', 'Medicine']"
6cafc9d7fc1aed39f8dec59f27ca4fea3843c37e,Eye-tracking emulation software: a promising urban design tool,54.0,21.0,2021-06-04,,2021.0,['Computer Science']
1577ba992feb9d7a3f5e78f4c4bd67dfada55790,A bottom-up and top-down human visual attention approach for hyperspectral anomaly detection,65.0,4.0,2021-05-01,Journal of Visual Communication and Image Representation,2021.0,['Computer Science']
9dd395562b2a239fcaf6ae200279d430640b770f,Noise-Aware Video Saliency Prediction,67.0,1.0,2021-04-16,British Machine Vision Conference,2021.0,['Computer Science']
367a13deb9c9d313cdf53750a2ef086bb00bdad9,Eye-Tracking in Immersive Virtual Reality for Education: A Review of the Current Progress and Applications,140.0,24.0,2021-04-13,Frontiers in Education,2021.0,['Computer Science']
dfc1d7e653af7a4a4c20bcb626b8fedd3290ad55,Meaning and expected surfaces combine to guide attention during visual search in scenes,61.0,5.0,2021-03-23,Journal of Vision,2021.0,"['Medicine', 'Psychology']"
b82bf30797b9a110e137bd5876c4572855fa1100,FixationNet: Forecasting Eye Fixations in Task-Oriented Virtual Environments,56.0,49.0,2021-03-22,IEEE Transactions on Visualization and Computer Graphics,2021.0,"['Computer Science', 'Medicine']"
89b5985f9b04f1c9f1af5da6cafa9b57af3b0a1b,Review of Eye Tracking Metrics Involved in Emotional and Cognitive Processes,218.0,106.0,2021-03-17,IEEE Reviews in Biomedical Engineering,2021.0,['Medicine']
2f13ff9fbdce43a29341fd5367be0a4cfd2207ff,Baseline Differences in Anxiety Affect Attention and tDCS-Mediated Learning,117.0,4.0,2021-03-03,Frontiers in Human Neuroscience,2021.0,['Medicine']
d69c2559ca20241db00f6853982f676a7d10e6f4,Searching in CCTV: effects of organisation in the multiplex,87.0,3.0,2021-02-18,Cognitive Research,2021.0,['Medicine']
d5204405d583367fccba79762878c15e3db7fb52,Assessing visual search performance using a novel dynamic naturalistic scene,65.0,10.0,2021-01-01,Journal of Vision,2021.0,['Medicine']
06fdcdd8c921c0fe67325a5997f1cc33e981f9aa,Multi-Scale Amplitude Spectrum Substitution for Visual Saliency Detection,19.0,0.0,2021-01-01,International Conference on Image and Graphics Processing,2021.0,['Computer Science']
522a67ce529453884549bfb33eeeb4c36244e87c,Inherent Importance of Early Visual Features in Attraction of Human Attention,57.0,4.0,2020-12-22,Computational Intelligence and Neuroscience,2020.0,"['Computer Science', 'Medicine']"
11003c6f3537147568642752a1f977e310fd0cc7,MR-based camera-less eye tracking using deep neural networks,43.0,2.0,2020-12-01,bioRxiv,2020.0,"['Biology', 'Computer Science']"
5a6c5a39152ecfad6e6f06bab773837b63033a12,CLRGaze: Contrastive Learning of Representations for Eye Movement Signals,28.0,2.0,2020-10-25,European Signal Processing Conference,2020.0,['Computer Science']
67caf6539e066237f20f55d8bce820a53dfbc3bc,Analyzing Walkability Through Biometrics: Insights Into Sustainable Transportation Through the Use of Eye-Tracking Emulation Software.,30.0,7.0,2020-10-09,Journal of Physical Activity and Health,2020.0,['Medicine']
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,Differences Between Attached and Detached Cadaveric Prosections on Students' Identification Ability During Practical Examinations,53.0,3.0,2020-10-09,Anatomical Sciences Education,2020.0,['Medicine']
96150d2fdbb72e11882ad06b346d6e0d2e819d51,AiR: Attention with Reasoning Capability,54.0,33.0,2020-07-28,European Conference on Computer Vision,2020.0,['Computer Science']
8381ae03629962ab8bd0782f6a8075597c1e63f7,COCO-Search18: A Dataset for Predicting Goal-directed Attention Control,100.0,3.0,2020-07-28,bioRxiv,2020.0,"['Biology', 'Computer Science']"
d08405247d48d3e9a0580de3621359303483bf77,Supervised framework for top-down color interest point detection,54.0,0.0,2020-07-22,SN Applied Sciences,2020.0,['Computer Science']
1a4a5c24c2ee500819b81da6dd07483ef4112846,A Multi-Scale Colour and Keypoint Density-Based Approach for Visual Saliency Detection,110.0,13.0,2020-07-02,IEEE Access,2020.0,['Computer Science']
574336423b6e5a3833719414cdb44b845ead21ee,Learning to Search for Objects in Images from Human Gaze Sequences,19.0,3.0,2020-06-24,International Conference on Image Analysis and Recognition,2020.0,['Computer Science']
cff98f47f59ae8d55e7d0f56cd7914d280771613,Saliency from High-Level Semantic Image Features,68.0,1.0,2020-06-11,SN Computer Science,2020.0,['Computer Science']
8b9346af26e460bc37d0e3a4e957a6c42beb3677,Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,62.0,82.0,2020-05-28,Computer Vision and Pattern Recognition,2020.0,"['Medicine', 'Computer Science']"
f82a08af8933b0ab5b47f2c68190d7b9179021d4,Visual Search: How Do We Find What We Are Looking For?,184.0,124.0,2020-04-22,Annual Review of Vision Science,2020.0,"['Medicine', 'Computer Science']"
b4e77d32df4a21d27f4a5a01bc5c78a9e676f5d7,DeepFeat: A Bottom-Up and Top-Down Saliency Model Based on Deep Features of Convolutional Neural Networks,57.0,12.0,2020-03-01,IEEE Transactions on Cognitive and Developmental Systems,2020.0,['Computer Science']
dcf8540bad8b140063737702c5d3dda3cd3908b3,Biologically Inspired Visual System Architecture for Object Recognition in Autonomous Systems,54.0,7.0,2020-02-09,Algorithms,2020.0,"['Engineering', 'Computer Science']"
126e0801de465f8d2092af3eb88a89a8f2e995f7,A structure-guided approach to the prediction of natural image saliency,79.0,5.0,2020-02-01,Neurocomputing,2020.0,['Computer Science']
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,Predicting Goal-directed Attention Control Using Inverse-Reinforcement Learning,32.0,18.0,2020-01-31,"Neurons, Behavior, Data analysis, and Theory",2020.0,"['Computer Science', 'Medicine']"
cd04ba0a3e183ee86221ecf98efb73c3495ec929,EyeTrackUAV2: A Large-Scale Binocular Eye-Tracking Dataset for UAV Videos,87.0,18.0,2020-01-08,Drones,2020.0,['Computer Science']
4ce8857aa18acd253aa33b618e37cc0bab58e23d,An extensive evaluation of deep featuresof convolutional neural networks for saliency prediction of human visual attention,54.0,3.0,2019-12-01,Journal of Visual Communication and Image Representation,2019.0,['Computer Science']
a38b4012012d73a572d8cab33dd2b668b807b10e,Eye Movements in Real-World Scene Photographs: General Characteristics and Effects of Viewing Task,108.0,30.0,2019-10-28,Frontiers in Psychology,2019.0,"['Psychology', 'Medicine']"
1735da3648759becea03fb3e8d4bc09c943e28d6,"Scenes, Saliency Maps and Scanpaths",101.0,10.0,2019-10-17,Eye Movement Research,2019.0,['Computer Science']
19e5c0abfdcc0d99e3e117bd1e40b2f06191e1fa,Predicting Eye Fixations Using Computer Vision Techniques,21.0,4.0,2019-10-01,International Conferences on Biological Information and Biomedical Engineering,2019.0,['Computer Science']
604f0b78b76aaf6e8ba158835daa762f805b5846,What is a preattentive feature?,109.0,47.0,2019-10-01,Current Opinion in Psychology,2019.0,"['Medicine', 'Psychology']"
5dd268d78209640485160518b12f5f9a7f51f60f,Top-Down Saliency Detection Based on Deep-Learned Features,32.0,3.0,2019-07-12,International Journal of Computational Intelligence and Applications,2019.0,['Computer Science']
a5271599a0066683b0711652f3de3d73a52e09de,Role of foveal vision in static and dynamic environments,103.0,0.0,2019-07-02,,2019.0,['Computer Science']
6c126ce47054d91a94b69cabc81540f4028898b8,Learning to Perform Visual Tasks from Human Demonstrations,25.0,2.0,2019-07-01,Iberian Conference on Pattern Recognition and Image Analysis,2019.0,['Computer Science']
10d8c854a366b05433a41c59cc1efd13e8a93214,Benchmarking Gaze Prediction for Categorical Visual Search,40.0,40.0,2019-06-01,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2019.0,['Computer Science']
9c61c087288dc5dfcdd554917217a87006d40e6b,Feature-based guidance of attention by visual working memory is applied independently of remembered object location,64.0,2.0,2019-05-28,"Attention, Perception, & Psychophysics",2019.0,"['Medicine', 'Computer Science']"
a2ac4d6919a17e6859c70f0c53a8305ae08df3bb,Efficient Object Annotation via Speaking and Pointing,45.0,15.0,2019-05-25,International Journal of Computer Vision,2019.0,['Computer Science']
64d97e1a332c14cf9ae9311be9d43bfd2a8f3456,3D Ground Truth Generation Using Pre-Trained Deep Neural Networks,46.0,0.0,2019-05-24,,2019.0,['Computer Science']
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,Visual search pattern during free viewing of horizontally flipped images in patients with unilateral spatial neglect,45.0,8.0,2019-04-01,Cortex,2019.0,"['Psychology', 'Medicine']"
a0c8782451067209b1c2c62cf82edda19b2a669e,Eye Fixation Location Recommendation in Advanced Driver Assistance System,58.0,7.0,2019-02-05,Journal of Electrical Engineering and Technology,2019.0,['Computer Science']
87bc5ce987c66d07c7d5df40f28411eeb006463f,Blink synchronization is an indicator of interest while viewing videos.,45.0,16.0,2019-01-01,International Journal of Psychophysiology,2019.0,"['Medicine', 'Psychology']"
d2db7c99c6768cf9946cbaf73401ec9b7704fb8d,Expecting the initial glimpse: prior target knowledge activation or repeated search does not eliminate scene preview search benefits,55.0,0.0,2018-12-09,Journal of Cognitive Psychology,2018.0,['Psychology']
c84737c7cb2d099bf76e50ccd5f704037d81aa62,Fast Object Class Labelling via Speech,35.0,6.0,2018-11-23,Computer Vision and Pattern Recognition,2018.0,['Computer Science']
544f81479c5b0177715f155e644351a878ad1fba,The First Moments of Medical Image Perception,82.0,2.0,2018-11-01,The Handbook of Medical Image Perception and Techniques,2018.0,['Computer Science']
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,Seeing the city: using eye-tracking technology to explore cognitive responses to the built environment,34.0,55.0,2018-10-22,Journal of Urbanism: International Research on Placemaking and Urban Sustainability,2018.0,['Psychology']
edebb240775435c7cefaf3666e2b5e894ada7f47,Camouflage evaluation by bio-inspired local conspicuity quantification,16.0,7.0,2018-10-09,Security + Defence,2018.0,"['Computer Science', 'Engineering']"
6546a9b48810edfb527e3af45cb5ee36f573cf5a,A Comparison Study of Saliency Models for Fixation Prediction on Infants and Adults,118.0,27.0,2018-09-01,IEEE Transactions on Cognitive and Developmental Systems,2018.0,['Computer Science']
3e27c7e0a755b7ef4e19395b9696300bb98f9690,Leveraging Pre-Trained 3D Object Detection Models for Fast Ground Truth Generation,23.0,33.0,2018-07-16,International Conference on Intelligent Transportation Systems,2018.0,"['Computer Science', 'Mathematics']"
cc710563c48317bbd1b107c62dadf61bfb41a76f,Efficient human annotation schemes for training object class detectors,255.0,0.0,2018-07-02,,2018.0,['Computer Science']
0ecdf788d244ae5d95cb23b42a98507cf595f56f,Visual Complexity and Its Effects on Referring Expression Generation.,87.0,12.0,2018-06-01,Cognitive Sciences,2018.0,"['Medicine', 'Computer Science']"
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,Benchmark 3D eye-tracking dataset for visual saliency prediction on stereoscopic 3D video,143.0,5.0,2018-03-13,,2018.0,"['Computer Science', 'Engineering']"
58141c9f8cf4f6cec747fa71bdcdedb78a79519d,3D Video Quality Assessment,226.0,5.0,2018-03-13,arXiv.org,2018.0,['Computer Science']
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,Task Specific Visual Saliency Prediction with Memory Augmented Conditional Generative Adversarial Networks,60.0,24.0,2018-03-09,IEEE Workshop/Winter Conference on Applications of Computer Vision,2018.0,['Computer Science']
103e5f3e8b5e10db86c949c475f6a628a5565f89,The right look for the job: decoding cognitive processes involved in the task from spatial eye-movement patterns,34.0,7.0,2018-02-20,Psychological Research,2018.0,"['Medicine', 'Psychology']"
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,Perceptual enhancement as a result of a top-down attentional influence in a scene viewing task: Evidence from saccadic inhibition,74.0,4.0,2018-01-01,Quarterly Journal of Experimental Psychology,2018.0,"['Psychology', 'Medicine']"
501b619a0c321aee8d9506e318e5c8f22d563f2f,Contribution to Perception and Artificial Bio-inspired Visual Attention for Acquisition and Conceptualization of Knowledge in Autonomous Robotics. (Contribution à la perception et l'attention visuelle artificielle bio-inspirée pour acquisition et conceptualisation de la connaissance en robotique aut,143.0,0.0,2017-12-20,,2017.0,['Computer Science']
5e72d92e02a35051da555930efc7426956c87603,What is the role of the film viewer? The effects of narrative comprehension and viewing task on gaze control in film,131.0,37.0,2017-11-22,Cognitive Research,2017.0,"['Psychology', 'Medicine']"
fe32d58637fed83382687f55a70b0b5bd4aa6b31,Salience in the Control of Eye Movements in Natural Scenes,172.0,0.0,2017-10-24,,2017.0,['Psychology']
2b5e96889b823fa421278b9824913969d28dc2c6,Saliency prediction with scene structural guidance,31.0,1.0,2017-10-01,"IEEE International Conference on Systems, Man and Cybernetics",2017.0,['Computer Science']
47ae41d513630b8e4a03a124d7c20eae97ddbf55,Combining background information and a top-down model for computing salient objects,48.0,0.0,2017-10-01,Multimedia tools and applications,2017.0,['Computer Science']
54718446e800fc1191339ee6ce0e6b026207bce0,Visual Attention: Size Matters,11.0,9.0,2017-09-25,Current Biology,2017.0,"['Medicine', 'Biology']"
c69f5261edb4dde001fcea4d32b06fdf9dd9358a,DeepFeat: A Bottom Up and Top Down Saliency Model Based on Deep Features of Convolutional Neural Nets,61.0,24.0,2017-09-08,arXiv.org,2017.0,['Computer Science']
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,The saccadic flow baseline: Accounting for image-independent biases in fixation behavior.,74.0,24.0,2017-09-01,Journal of Vision,2017.0,"['Medicine', 'Psychology']"
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,Contrasting Gist-Based and Template-Based Guidance During Real-World Visual Search,52.0,14.0,2017-08-10,Journal of Experimental Psychology: Human Perception and Performance,2017.0,"['Medicine', 'Computer Science']"
469bf173e05a8a17170bbb317502b1e6002ebdc1,Extreme Clicking for Efficient Object Annotation,74.0,234.0,2017-08-09,IEEE International Conference on Computer Vision,2017.0,['Computer Science']
430d827edfbdd39ceb9ebf1a34a181e665335f79,Influence of scene structure and content on visual search strategies,65.0,4.0,2017-07-01,Journal of the Royal Society Interface,2017.0,"['Computer Science', 'Medicine']"
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,"How do targets, nontargets, and scene context influence real-world object detection?",58.0,17.0,2017-06-28,"Attention, Perception, & Psychophysics",2017.0,"['Computer Science', 'Medicine']"
85278459b71423426dbd255c99213b6d54bb2860,The effects of social and symbolic cues on visual search: cue shape trumps biological relevance,43.0,5.0,2017-06-24,,2017.0,['Psychology']
9de7b515b870735b9eb2efac145bb9e4f8289b4d,Are Fixations in Static Natural Scenes a Useful Predictor of Attention in the Real World?,35.0,25.0,2017-06-01,Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale,2017.0,"['Medicine', 'Psychology']"
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,Coordinating Vision and Action in Natural Behaviour: Differences in Spatiotemporal Coupling in Everyday Tasks,55.0,6.0,2017-06-01,Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale,2017.0,"['Psychology', 'Medicine']"
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,Linking synaptic computation for image enhancement,55.0,40.0,2017-05-17,Neurocomputing,2017.0,['Computer Science']
494864b41951afd8d4df00cd064de74d75219b14,LATEST: A Model of Saccadic Decisions in Space and Time,131.0,96.0,2017-04-30,Psychology Review,2017.0,"['Medicine', 'Psychology']"
6455e0b121abc60d4995f659df5e174e0ad77b8e,Predicting rhesus monkey eye movements during natural-image search,44.0,3.0,2017-03-01,Journal of Vision,2017.0,"['Medicine', 'Psychology']"
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,Adding Details to the Attentional Template Offsets Search Difficulty: Evidence From Contralateral Delay Activity,30.0,20.0,2017-03-01,Journal of Experimental Psychology: Human Perception and Performance,2017.0,"['Computer Science', 'Medicine']"
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,Primate Visual Perception: Motivated Attention in Naturalistic Scenes,99.0,15.0,2017-02-20,Frontiers in Psychology,2017.0,"['Psychology', 'Medicine']"
c7e7e251a4a69af23cf2de2eea49b4675ba49d2b,Learning a time-dependent master saliency map from eye-tracking data in videos,108.0,9.0,2017-02-02,arXiv.org,2017.0,['Computer Science']
c1697e396a20aa5a421cb79b7ed2e626b5c28133,A computational model of visual attention,213.0,6.0,2017-02-01,,2017.0,['Computer Science']
19ab8aff8b6041289277d507fa7376b7feb4962e,Temporal and peripheral extraction of contextual cues from scenes during visual search.,84.0,11.0,2017-02-01,Journal of Vision,2017.0,"['Computer Science', 'Medicine']"
0dcf0145e7a986482449b88b817a6716d6f930d4,"The influence of action video game playing on eye movement behaviour during visual search in abstract, in-game and natural scenes",59.0,18.0,2016-12-15,"Attention, Perception, & Psychophysics",2016.0,"['Medicine', 'Psychology']"
3efe416a7f19e05707075c646cd78a364674800f,Spatial partitions systematize visual search and enhance target memory,56.0,7.0,2016-11-08,"Attention, Perception, & Psychophysics",2016.0,"['Medicine', 'Computer Science']"
64e99ef6f1910178c5672b27d5ab722375b33ee8,A dynamic feature map integration approach for predicting human fixation,21.0,1.0,2016-11-01,Image and Vision Computing New Zealand,2016.0,['Computer Science']
24ce748146c75938b0a136e5473472020b2698d7,Anticipation in Real-World Scenes: The Role of Visual Context and Visual Memory,63.0,26.0,2016-11-01,Cognitive Sciences,2016.0,"['Computer Science', 'Psychology', 'Medicine']"
137167f76cc6f413d54355abc4f7672b5af31630,Making Sense of Real-World Scenes,154.0,125.0,2016-11-01,Trends in Cognitive Sciences,2016.0,"['Psychology', 'Medicine']"
74f0c203bcfbc6fc13bc9ee9aefb7e71261ca591,Biologically motivated keypoint detection for RGB-D data,285.0,0.0,2016-11-01,,2016.0,['Computer Science']
9995d891a5d6737eadd7b386de23fbd7aef77903,Exploiting inter-image similarity and ensemble of extreme learners for fixation prediction using deep features,106.0,77.0,2016-10-20,Neurocomputing,2016.0,['Computer Science']
4d7041781419674d6defcec809ecb3fa9406becb,Gist in time: Scene semantics and structure enhance recall of searched objects.,54.0,29.0,2016-09-01,Acta Psychologica,2016.0,"['Medicine', 'Computer Science']"
d211b8abdc45b32523b753996732aae56d915707,Pictorial Human Spaces: A Computational Study on the Human Perception of 3D Articulated Poses,53.0,12.0,2016-09-01,International Journal of Computer Vision,2016.0,['Computer Science']
d12f4c827739b91db063162b01bb0da25f24966f,Differential effects of visual uncertainty and contextual guidance on perceptual decisions: Evidence from eye and mouse tracking in visual search.,86.0,21.0,2016-09-01,Journal of Vision,2016.0,"['Computer Science', 'Medicine']"
9413124d9f8b8a7a06f7c6b77b12f1af9964b8b0,iLab-20M: A Large-Scale Controlled Object Dataset to Investigate Deep Learning,70.0,67.0,2016-07-01,Computer Vision and Pattern Recognition,2016.0,['Computer Science']
560ae4902c7e4a5a72edf629669439bd48ae46de,Exemplar-Driven Top-Down Saliency Detection via Deep Association,42.0,38.0,2016-06-01,Computer Vision and Pattern Recognition,2016.0,['Computer Science']
c8de02ab86a69c099acd427db2e1797fc8d523e8,HOW DO RADIOLOGISTS USE THE HUMAN SEARCH ENGINE?,68.0,59.0,2016-06-01,Radiation Protection Dosimetry,2016.0,"['Computer Science', 'Medicine']"
07865fce2be201ad95f2451a261f1d0669960867,When is it time to move to the next map? Optimal foraging in guided visual search,51.0,31.0,2016-05-18,"Attention, Perception, & Psychophysics",2016.0,"['Medicine', 'Computer Science']"
9e382559b32baee574359fa11cb85209b8199223,Learning to Model Task-Oriented Attention,45.0,1.0,2016-05-09,Computational Intelligence and Neuroscience,2016.0,"['Computer Science', 'Medicine']"
6384a0b3940a71c2abe2447d9180a1d075a1a189,Spatio-Temporal Modeling and Prediction of Visual Attention in Graphical User Interfaces,59.0,42.0,2016-05-07,International Conference on Human Factors in Computing Systems,2016.0,['Computer Science']
57cf6509377136530db3e72e4fd907665a6a4831,Learning a Combined Model of Visual Saliency for Fixation Prediction,94.0,59.0,2016-04-01,IEEE Transactions on Image Processing,2016.0,"['Computer Science', 'Medicine']"
822d9af50792c2849f8f3eb539a43eee80c8850b,How You Use It Matters,37.0,53.0,2016-03-28,Psychology Science,2016.0,"['Psychology', 'Medicine']"
bdf149643c138742dedbbbd1880394c3a5b34d4b,Perception of the visual environment,143.0,1.0,2016-03-10,,2016.0,['Psychology']
1d8d0f310fffba4b614ef04a56f1113c583e11e8,Online tracking using saliency,46.0,9.0,2016-03-07,IEEE Workshop/Winter Conference on Applications of Computer Vision,2016.0,['Computer Science']
1c050a8aab477e840bcbc858da18028d63e443f9,How saccadic models help predict where we look during a visual task? Application to visual quality assessment,34.0,6.0,2016-02-15,Image Quality and System Performance,2016.0,['Computer Science']
57d00a0366be6fad9685807d97e4237a7d2ad69e,Hierarchical saliency: A new salient target detection framework,75.0,3.0,2016-02-01,"International Journal of Control, Automation and Systems",2016.0,['Computer Science']
20742b9c4d60e633b7622102c3238e2bb46f89cd,Simulate Human Saccadic Scan-Paths in Target Searching,32.0,0.0,2016-01-22,,2016.0,['Mathematics']
b8c1c94167e307b3d504809f941352e904aea70c,"Eye movements are an important part of the story, but not the whole story",437.0,102.0,2015-12-17,Behavioral and Brain Sciences,2015.0,"['Computer Science', 'Psychology', 'Medicine', 'Mathematics']"
e447cbe3e5dbde42d3469931277d5b753b522ca9,Information-theoretic model comparison unifies saliency metrics,53.0,160.0,2015-12-10,Proceedings of the National Academy of Sciences of the United States of America,2015.0,"['Computer Science', 'Medicine']"
d515a89e8235460dac3afe6eb32c358890813ecf,Vanishing point attracts gaze in free-viewing and visual search tasks,97.0,14.0,2015-12-06,Journal of Vision,2015.0,"['Psychology', 'Computer Science', 'Medicine', 'Mathematics']"
8549a4e1436f616dc8f92c5628fd4b555f55efc9,Saliency-based gaze prediction based on head direction,50.0,30.0,2015-12-01,Vision Research,2015.0,"['Medicine', 'Computer Science']"
530550353330f0df2eae1c57f70a61b4cf36019b,What Would Jaws Do? The Tyranny of Film and the Relationship between Gaze and Higher-Level Narrative Film Comprehension,83.0,91.0,2015-11-25,PLoS ONE,2015.0,"['Medicine', 'Psychology']"
4882693da53acc8e6acf5288f6f39224a4603b60,Towards the quantitative evaluation of visual attention models,213.0,62.0,2015-11-01,Vision Research,2015.0,"['Medicine', 'Computer Science']"
90e7a86a57079f17f1089c3a46ea9bfd1d49226c,Augmented saliency model using automatic 3D head pose detection and learned gaze following in natural scenes,108.0,51.0,2015-11-01,Vision Research,2015.0,"['Computer Science', 'Medicine']"
70f2f54f02ac76f1b32336ac93cb45d75cd9b70b,Computational models: Bottom-up and top-down aspects,184.0,43.0,2015-10-27,arXiv.org,2015.0,['Computer Science']
