paperId,year
5dd268d78209640485160518b12f5f9a7f51f60f,2019
a5271599a0066683b0711652f3de3d73a52e09de,2019
6c126ce47054d91a94b69cabc81540f4028898b8,2019
10d8c854a366b05433a41c59cc1efd13e8a93214,2019
9c61c087288dc5dfcdd554917217a87006d40e6b,2019
a2ac4d6919a17e6859c70f0c53a8305ae08df3bb,2019
64d97e1a332c14cf9ae9311be9d43bfd2a8f3456,2019
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,2019
a0c8782451067209b1c2c62cf82edda19b2a669e,2019
87bc5ce987c66d07c7d5df40f28411eeb006463f,2019
d2db7c99c6768cf9946cbaf73401ec9b7704fb8d,2018
c84737c7cb2d099bf76e50ccd5f704037d81aa62,2018
544f81479c5b0177715f155e644351a878ad1fba,2018
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,2018
edebb240775435c7cefaf3666e2b5e894ada7f47,2018
6546a9b48810edfb527e3af45cb5ee36f573cf5a,2018
3e27c7e0a755b7ef4e19395b9696300bb98f9690,2018
cc710563c48317bbd1b107c62dadf61bfb41a76f,2018
0ecdf788d244ae5d95cb23b42a98507cf595f56f,2018
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,2018
58141c9f8cf4f6cec747fa71bdcdedb78a79519d,2018
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,2018
103e5f3e8b5e10db86c949c475f6a628a5565f89,2018
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,2018
501b619a0c321aee8d9506e318e5c8f22d563f2f,2017
5e72d92e02a35051da555930efc7426956c87603,2017
fe32d58637fed83382687f55a70b0b5bd4aa6b31,2017
2b5e96889b823fa421278b9824913969d28dc2c6,2017
47ae41d513630b8e4a03a124d7c20eae97ddbf55,2017
54718446e800fc1191339ee6ce0e6b026207bce0,2017
c69f5261edb4dde001fcea4d32b06fdf9dd9358a,2017
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,2017
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,2017
469bf173e05a8a17170bbb317502b1e6002ebdc1,2017
430d827edfbdd39ceb9ebf1a34a181e665335f79,2017
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,2017
85278459b71423426dbd255c99213b6d54bb2860,2017
9de7b515b870735b9eb2efac145bb9e4f8289b4d,2017
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,2017
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,2017
494864b41951afd8d4df00cd064de74d75219b14,2017
6455e0b121abc60d4995f659df5e174e0ad77b8e,2017
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,2017
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,2017
c7e7e251a4a69af23cf2de2eea49b4675ba49d2b,2017
c1697e396a20aa5a421cb79b7ed2e626b5c28133,2017
19ab8aff8b6041289277d507fa7376b7feb4962e,2017
0dcf0145e7a986482449b88b817a6716d6f930d4,2016
3efe416a7f19e05707075c646cd78a364674800f,2016
64e99ef6f1910178c5672b27d5ab722375b33ee8,2016
24ce748146c75938b0a136e5473472020b2698d7,2016
137167f76cc6f413d54355abc4f7672b5af31630,2016
74f0c203bcfbc6fc13bc9ee9aefb7e71261ca591,2016
9995d891a5d6737eadd7b386de23fbd7aef77903,2016
4d7041781419674d6defcec809ecb3fa9406becb,2016
d211b8abdc45b32523b753996732aae56d915707,2016
d12f4c827739b91db063162b01bb0da25f24966f,2016
9413124d9f8b8a7a06f7c6b77b12f1af9964b8b0,2016
560ae4902c7e4a5a72edf629669439bd48ae46de,2016
c8de02ab86a69c099acd427db2e1797fc8d523e8,2016
07865fce2be201ad95f2451a261f1d0669960867,2016
9e382559b32baee574359fa11cb85209b8199223,2016
6384a0b3940a71c2abe2447d9180a1d075a1a189,2016
57cf6509377136530db3e72e4fd907665a6a4831,2016
822d9af50792c2849f8f3eb539a43eee80c8850b,2016
bdf149643c138742dedbbbd1880394c3a5b34d4b,2016
1d8d0f310fffba4b614ef04a56f1113c583e11e8,2016
1c050a8aab477e840bcbc858da18028d63e443f9,2016
57d00a0366be6fad9685807d97e4237a7d2ad69e,2016
20742b9c4d60e633b7622102c3238e2bb46f89cd,2016
b8c1c94167e307b3d504809f941352e904aea70c,2015
e447cbe3e5dbde42d3469931277d5b753b522ca9,2015
d515a89e8235460dac3afe6eb32c358890813ecf,2015
8549a4e1436f616dc8f92c5628fd4b555f55efc9,2015
530550353330f0df2eae1c57f70a61b4cf36019b,2015
4882693da53acc8e6acf5288f6f39224a4603b60,2015
90e7a86a57079f17f1089c3a46ea9bfd1d49226c,2015
70f2f54f02ac76f1b32336ac93cb45d75cd9b70b,2015
6b222931c89aed5a4dce3719a439722a5516a4ff,2015
1fc03b4c156f9262ea04c62dce01606e552b5b92,2015
1943f984251649e2e7eda3a978cb82e2e7cdedaf,2015
af7ed2f0a988eea39d39ebf0393495b776c9169f,2015
799b2a2015a8d662d59555d46618cf8ed8fb51c7,2015
5da06a9b5be4fe7d6838c489e6744162911a5267,2015
fc838bdd9c79cf59e357e20e2ce2d28b00180aa1,2015
b6e345b8cae1be60e3772b339e7dc2e3e1036589,2015
0b836942044fdf0d8bcd59838332af32c4fd6b31,2015
3433627f803953280b66ae1576d083fc9a68385a,2015
aa4ab945ea961e52cc31427723203370a7017d3d,2015
c67f453f47b479d57a457fc13b970cb874986104,2015
4ad1e96e6d48a13a5f7a14bed78f55c12ab9e350,2015
39f59c2e1452d881535656326ee98af46ded7391,2015
d25974eb72fe9ba020a40064cd7b68df137c0358,2015
88231e5dc130a0fea0cf53e44399a3bb41cdb5f4,2015
0d74d031fa95fe2049bc14002665e926bb0cddfb,2015
ca3772f16090ed81597b7fc211aa2178f7c43f07,2015
e06552bbf730b1cb4403d6f632ac93444f0e3434,2014
a5a321769ebc09a34b26023d8bd10f5ccfbf57f7,2014
ddf37df62a4f266906d8e361deb2be38b0bce1a2,2014
7e8155d25ce9c7b01f3800717263bd2f52823da5,2014
94d26cc2f5a8936fd2d94ec1b71f4b52571469ce,2014
46212252f24346c23d695df100301b33571e473b,2014
84424eee012089dac9414979f0cb1465c97c4408,2014
daff03d21129538044bd42ff49663622ff20d06d,2014
abfd3d1fb0c0117905978a470897db053dc7afbb,2014
bb407f5a7bb2c8facea2a802c0636c71aefc1d2a,2014
ed72199fca05252566b07bf7d19a67eb6807c660,2014
30212d3572985f76ee00ecd7cba203c60e480c48,2014
7d02f4acb64cdc9b8ac305b6291c4a641aa55170,2014
34f53b176b1fffe9ab8c1102dfbbe93a625850f0,2014
5c4d7126a13416be7e8fcfffbf00c57ace18d79d,2014
6b70bec7ec4b870b0501e0ff9d6a6430cb254159,2014
f509f6de4bb16b0d7b3e8d39035218c9ea667bf7,2014
a9faeb63f3fb06aa241f8df867bb8159e8f9a14a,2014
02474282221b190279ef8233091f7045104b7d72,2014
8a4ec5c20e2493943cf2281a6843ff4ddcbed5f1,2014
ef63b3458d7247f7c2ad79ae55a3af307312f0ba,2014
5dabb4ce6eff048d9f1bff2e7a256dac18c7a6b6,2014
3c242e4bf9b02b1c704bdac96a830bd0b0deac25,2014
18804d8e981fa66135c0ffa6fdb2b8b3fec6d753,2014
e254d0e670ce8217e74aaf1421c72e63e62929e3,2013
5561dbbe88f38ab030a2556066f817164dc2cee2,2013
7c9554b7d1afa315471890c3ce3e15bf38f34304,2013
bf141ead8d9728d6d59bfbc3dc5311dae4a3048a,2013
e9f65448baee0014c3ae3898442cb65007b07d7e,2013
4c3f5978b1d3a3c0c9f57ccde244ddf5571d637c,2013
b1da9ed990a6a1dfcbc38f5d711a1183dc14bee2,2013
ad7019eba4380a35c347f7ed7acd040800e14305,2013
ad6154c161112ef126182d0b0122d6b57e6d692e,2013
eecc43d31aede959c78130fa441b53f20c32a4df,2013
ac6824b1f826ed055d050e478671aa81416c639c,2013
c102b22b59f3d59c3e78c33fbe29962eda46c2c5,2013
ad2c0ae801c9e8adece483e74725e12a8544d440,2013
55c9cc6666a5c79fb01d5bbcc118c1ee6fdd8919,2013
fee8eb18a4903c965e7cba1df3abfe6aa0620a6a,2013
f777d057cc583403a05f6bcac52709325f4f2c1d,2013
75b63435340f3f932122c322d438752361c93826,2013
1e459d6df9faa26932c28dc795762cf7264e6e9a,2013
8bf92f5ad8392ef0b2fd15b4d438d5e56bb5ba6d,2013
4953e65f52322b18224e7a89986769c5fa6f6b60,2012
bef862006a045d846d716346b0d27d3ca6cbf21b,2012
f1c992d50d090fb4df655848ced2586d7eed0fb5,2012
9565afc0b37df993f29fa2918ef00d98b739b2bf,2012
b69fbf046faf685655b5fa52fef07fb77e75eff4,2012
0888fb9802226f8fe9540b4e8f6fd715b8c72723,2012
d14e12678f2c879ba9e25aa6f8251e6e11251338,2012
6666ffdc35f3b80f291b63e62fdcc29462662c47,2012
f90ab3a6ea299ed49b54a6a57e62c4a8efa17736,2012
730033f18e5b41862c442fad8e87b1b8970ec7de,2012
936e81a15162d2b5bcbe9e4004b5e12237bae11f,2012
764445d17c7a6646414c77a8074d76c4c1594e35,2012
0f836a6cd1b63bded438d28e34c07d1d15bea0cb,2012
daef3fdc4190927c063ae94c12437cf82a6d1c20,2012
168352293ba2f197e585c1940a7120e1c2a6c242,2011
c5228fc4b6743a17fe77307a1d824f1cd1b0f3fa,2011
d541e27ba9eed05238f05424e1c63b14a16e60a4,2011
930006208a78e721a41ebc86d77bbe3ac0044330,2011
a6f6cdb62e4d13c2b0adc195881c5a30396a2a94,2011
c77ce62b51a123ca36728424491d95462ef8bb78,2011
19630517a943c07df6ea21aba9a4cdb4e731abe2,2011
cf7b707249e7fbc0247b7a746f56b25817a2be37,2011
66374ef6689cea7cddb1734a5b7dd9ec2f46599d,2011
4feaef5c2034c1abfa174320283148cf2daeb05c,2011
2abbda7559ce3d0eb72fbaf55de729e5e6557cd5,2011
399288c0dd3d8431aa433d5e606858882ad496a0,2011
46b64c83bc74a14a4eabf2f9bf839802adb5acbf,2011
119cdc6ff080c2490af41654a7f2223cc55d27de,2011
02c9ec70a299ba65f051c5a2be3642dbea3a0315,2011
b380725466e69717ab4c2520c80cff4bba2cc05c,2011
bd03b0e7c6b5aa6f3c1847d03df2b9ec2fb51893,2011
d8c306e0940cb9089740bac971c7905ee59be6ad,2011
9e61a10d2a905b694a8e10e82ee9571dcd9b52d6,2011
55f4c7b6cbf970f42eaf12e2aa2827dc27e66d06,2011
4d7b66a123135d37689005816aa15ab31167b6d3,2010
b46533abc845057d02e4bbd78effb46b340b4d70,2010
3280e55d450e2fdebef4c2d07a2ff8b3689b6f3b,2010
1472d023c79e4aa5a6308a7af092b95fb15b61fd,2010
6a807aa78e6192b3e986d73eaec4d57427ca89a0,2010
14ccc2877a94cdafadd65245ded9b41f7673cee6,2010
4d5b9b2977335783f738d9006af9880b21dcf5af,2010
4dd4eec55c21a7e5a8bd1ced6e2afed04907cee0,2010
f1180fd84bf9192ec1e85aa8d424666dab3fd71b,2010
2625107f912ed0f20c55b824803e7135b6c91831,2010
1ff97ba12e4b89cef09bdb7599f1013122dafb09,2010
87f5424cdd66950866b8f6ccd9e80af2c4754aaf,2010
7d8a1b7eb7ee1a9089f3a62f745232baf95d701e,2010
4da6d9770965b74515227a3a63888a442b425635,2009
86f9fa13face039d3d1e6e34407ee81e425e8489,2009
4be0398efbf5b54b039f9a5b9bbc2b673fa248a7,2009
c7614898de1cfee1a3a1c564f52c1e67879c29b3,2009
6f7e567d1802a02406571bb45732465fc9acca16,2009
59ae65b363187bbf1fbd27a2a7a744c56ecffcb4,2009
022a5e5622b54b6eed2d84d70a3294b591a61abc,2009
1f55c7886bd3812388478c5646be5dcc6f436a6a,2009
20d43cd6f21c0f3759e09ce9ffe31569e44f7a0c,2023
d0943cbac16fe4662218355aa8591e33d49eb1ec,2022
944894f379789295074aeb2e1d90d6640d5fcaeb,2021
802caded80aa8ee3dcce60c9965e34660c3ff2a2,2021
0ea9bcec15ab70bc333899a87b42a0c30090a96a,2020
6ef4cc8126a312c5e4be1190e28238dc46f50aec,2020
bb6a1cab0cfd4adc3de102eb8835d40ffd99874c,2020
0b91677d959ce2a5514bc0887532534dd77f01cf,2020
9eb2c4302f95920fb6fe00f3442453c5dab4635f,2020
18a0e9f0c2a0ec455938f17efe0d6c729cdb25b3,2020
729b5265c6552d401d68e385675fa52cd60973ff,2020
2518688b604761a873b14843c458aa5c1cf4f575,2020
415ab4c652cbbd2dc66529c8e5674add5a32af32,2020
cadcd75cee1d7844c4eb5f59eb417180fb95a021,2019
450d390dadc7daa187dc28a1663eb83fa3fd8e22,2019
22894791cb1e139177cef3fbb1ebda417a4b549f,2017
fe93ac479bd21078878fdce3ea78bb75bf09946f,2017
b946c920852c1943c372c3ac87ac39ef152c460d,2017
3d2fe9cc02390686e8c1fc297070138c0a05d6f5,2017
235714eb00fbb9aac753855429cd516d365eceae,2016
ebf7ed2d69bd6f6c7de048e1c1391cc97ec65a1e,2016
31234933ad8cfcb3b525b6f02a082187a6a36118,2016
4806b41de126842c2bb5c382827cfe990f4d5a31,2016
5ae090908287c095ba217c4c29d99042498e4e95,2016
c89d3b0945d60697dbfd2a93e2dba30f767eb0a4,2016
d8fea6d07b4d623aa35c5e7ce171adfb1f1a5189,2016
8c4b766211c6572e141039832bcd8e060cf3551e,2016
6c933a558af4267a2a95049b9d30c7f9cf84606d,2016
7ea881a32f0dc1e613c6de2d5fd9ea46983d95f0,2016
56c64687489f67f466ee2c41fba826c5e1521b48,2016
ac7fb57a6a4f15f82835565908e96117a246f4d3,2015
6a6e41a546c2b437d167abae449fffeba5a10d90,2015
e53373bf877425de8ac1d0501db6ab4da3e1eab2,2015
ef2fcedde81f9e1c7ce0d43f8fb4f1999e0ce4e6,2015
df209a5556e77ec099ab1d1ff4b25c873eb64dc5,2015
89dd3e051cfd5cc137a1865432b78ce911553aba,2015
de4bcded33b562a8af7f601d17c3202965eb4034,2015
7436a9c9ba8800401eca6827eca00abf2f2a6921,2014
633e1ba9a1781cf0173435ee043f2d4ae2dc4c28,2014
63da9079437f6090b44eec60ec3986c25c13be73,2014
142ab7253bbf1d0144faa741d0c5c83033b362bc,2014
f3b27eb1a96264512156ad84653be9917420820c,2014
b8ad8a9da1ba24205e0599331093f8b44d688b7a,2014
85d7c44569903007fcdd9db113ab7825d20f09af,2014
13914a76bf228b694d6cdc038c985e72a444214c,2014
9d05c64476825a47b19194d13a1d22fe3b30bfdc,2014
aa57b9bdb0736cbb38abf0a9d12047212c2a2425,2013
4b860ef286d6df5d23ef1c67b7ee564965a8ea82,2013
3357a64e926580509b9acfbd171165faa3814b79,2013
69797daa0c049eafcdc75d6bfe4195e13dff5769,2013
123d17ddd44bbb7bab8b97bd8a02fabf25164e06,2012
54a4314922eb42f277cda9e65f981065fe220d7a,2012
31ec6272e05609f9f22173853df294203474a575,2012
76bca67f426ababe19e01dd2fa3192b7fd58dd36,2012
9b3772acfea94b7f719dfca446c90176552d442e,2011
9140df2588897b8493067834145e0ae18bb24ea3,2011
0e4dc1205d409317870ae7f6c5a945560ad6ec43,2010
f53fb244fca989142aba664ddc01191f89215a22,2010
0d9d96e83ec3749ead072ea51129ef258017cdf7,2009
a7c250563c1db47e0fa29e497a189e1a23577424,2008
774f5c45abb649e2a426f75d3be3c2311b15dc56,1992
9625a929ae61f9b05b215456c2b7e7fae581759d,
aa1ea2388753c41275a0ef5fe910b191df593d19,
355eb97d3cc3fb72dbf2ece8ab20ec9fd79a8fb8,
3b05b0c34f443340acc9041af8a7121f1f1acda9,2024
a196ab515bd88420c082d91eb6572b9a4ee230da,2022
652019c1b9da33d2c4046d57e2b81a73cbbe1c35,2024
8212a2707afdb3f8a3943abc939cd4e6db9aa332,2023
429c16f5e31d90fc3957c5dd3f7d3e5f95de1eda,2024
ac4d9f04192df411fcad8b6e45f7ad108b3bf996,2024
ae7a13993bf3bde14f70cea9c3f00c02b0d50697,2024
32e5d224a3b2978c7c9f8b281616bc5efc94356c,2024
5b575cdbf4069eb5ade5c85b774a90686a443573,2024
4fe9633d2ee7b92f92efe51df29310935033def5,2023
964762fe1c0592904c67c819c470f0128af26d58,2023
6b9968b1a60bb2533c7175a85c38814ef75f25e5,2024
56ea87dd1c2e6ccf27e4cd93cc77faa619442339,2024
6325b0d3bde421bc82cf85de9e818cdad792fc8b,2024
7ecfd559881e5b20a341b9d389c8a56665c23c3e,2023
6d8d17d316cd84325a11b82eb0c43104bb04f436,2023
6f47157bbc3d9df948a5907ff5e5fabaf01b465f,2024
89eb7ca167340a04e4c433b29a985deeb1c2c4a7,2024
ef73f07c02331e2b0e21d2c562b23effc7764eeb,2024
bb4fdaf181a43b11e0b49ab2afb42a49fcc6c25c,2024
a8e7883017f0259d68e3c729c46b306398f69dd1,2023
6aca9e052a9778e56e1a7323bb6f8fe55976ba40,2023
9eb86af39d0d5074e1270f46e4236cecbc8952f8,2023
744d75e004617c9fc49db2d7af281402534e9888,2023
19eae50a8451f1f3382a7f9edcd386069bc5d316,2025
972acf3aad39a3b2de802a85745490c061fb3457,2024
2b5eba4b4829895905896c5866b8acbe06a658ca,2024
da95b20a5022c87920f28a17c19881a12ae5a8b4,2024
47ae8688bbb0f9beb44987f3ab3b78d3bda44e3c,2024
c27ad4eaf9cbae9c89ac50819d8ddce56293ba61,2023
bc0f6498c92033536af9bec372650bc1f4f4d4d6,2023
9625aa836aff318def109038978beb5710705d15,2024
790a02924a3938ee9981c7ccdee186c41edce94c,2024
ed183d79f67f9fa909a6773631a061cff47f8c33,2024
726e9019e349f47c5f879e4c840262fc735eeb24,2024
110b90dbb891563c6e2be4dd4769ccffca9bd452,2024
8eb6ccada66a5a4cb64d62768ce051108d4b2bf7,2024
118b5e7c265d94e9dab9498f1e66d0795967cb63,2023
afa47e2019059d4eeae1edf4c68db13e533b6da0,2023
6a03a059bf3001773a90ae643e512a410c1b786c,2022
3570b816b23184e7f46ad87e27416e0c051780fd,2024
d456477ed5f51ce6c2e87b291e240e6a58ffed07,2024
ede20a311cf189de3c022cf9c52a8db74de92bf3,2024
cf9952234ed70584fdcf54ea161b0543bf969d51,2024
0d5cc1eff7d0ef30efb28168007559608d02ff9a,2024
fd9f4726ab630228a221b99311e41e44918620ac,2024
650c3fa64099a22eb4e68a1fb61b2f1d5bd66286,2024
0f45052f7deefdb083f5ce26dce4d5b6495a68e6,2024
03fba487f2e26d0fa6a298438f2324ab1104e2e2,2024
efd120e2c89775114504a9ee34979a751217a218,2024
cebd55b59f72cb8d5a56adfd6da186b92a29d196,2023
88a581337cdd7e6b5edbb00d1b904eb7739c724e,2023
03d9bff5fd9245ecbd281dfe623293696f766cca,2023
0c94066d17e2ee111d9868e5e5a8760744e91cdb,2023
863f8f96be52a16f9b914ca58b3af0137c92b871,2023
0277c0b658fb92258d665c352ab85f7da4322c3d,2023
d9e13e0c77c756c0ea8d18a2232335dd1b115449,2023
f50e886a981fdb7f2c7b0756dab37d83a6230580,2024
6b927187a1fdfc7cd2de2afc74b87a9de5a7012b,2024
0bc3eae329cf8e46630d59bae38c91fd9660bdb2,2024
9a671418b70fa41dd46d02700d9df931e84604d0,2023
ce97d72d8b9c49031a9a961c66fa1d6d558cb947,2023
e103b69f8110495b115096a73900465ea816e085,2023
3bfd4517d070131340fbee84f18aa9259941b66a,2022
bdff934fc82bdc23c18990446cd15f9889ed0ded,2022
268bc474bd91a28217d561c42d45d0c069dd6aee,
05c6b65a169775913e08358505304e7c55fad2ed,2023
f83d145852655423e0ef526ddba59707736528d8,2023
564dbb13821639229188882703b430d6c91b9729,2023
f0887eb6053fe39efa01c8cc0c7a0e27a007de31,2022
aaba4211b48a3ef00e9c78ab2a34c32e6f29fc12,2024
325d41170615d4240b3c8e3123d17443feca1fb3,2023
3eded113d529c828ebc03db9ec916a1be152e323,2023
9765480c711b31171cbc7abb0d5e699ad86c38e2,2023
c6299b81748e0fb346260e14bca951be5bce2003,2023
3ab51da002bda231a6249e8bb82a270d51c6b8c8,2023
8d732938c105a5c427090d3595b13b5a95bc4c49,2023
6cabedcc90ab7b3e73381ba3f372d9ffbf6af9bd,2022
9ce606ad9ed205f830d25cd3ab419352dda40351,2024
9e8b8104a177f01695ffc5478e416876eb70265b,2024
8772a325362648d18d61f74eec0c12eafffa599d,2024
eed92bf737214b212fc86e012544c1669aec0503,2024
acd88fbcf7d75416f0b315752d8bceb2b72d9f29,2024
e196d42a109f20a32789c06fdec74db36e461f3d,2024
8aae3f7808e484a474da594285a7c602631d5ea5,2024
523c39530279a88088e47544b0c268e365a9f204,2024
732dcf4ccd39570999bc3618cb8bfc1c1103aaa4,2024
e1e40d13ec0b79275ebd9575a6c2ef63f420bada,2023
820b5b99f53c04ed6025800ae3c494723a5242f7,2023
c6e0608cf3e1c7dacd2e93c2b057ea4d08c745bc,2023
78ae5c87fb78e9d4a275d831251b611f54833900,2022
7075563ffe49f951e73f9afce4b4b1db7e4d0e67,2022
472c12912647e897777fd7f4ed0271acc31be4cf,2022
dbd652dd10bf6957fc75e90845f7a12363699389,2021
c83dc482782624a2b0bced60c4873268a4b19560,2024
4830cb8ab2151e5d20ff22182d279f1b2b4f180c,2024
78dfdfcdf55798b4f4c5d3cffd7aaff7f25850e6,2024
024615937e81c1aae406641575f94ebd653cece1,2024
8a173800ebd7a05975a0dc4bf62e0ce0a556b40b,2024
5a642b35887ea90f6b79904ba9b50678a04de387,2024
6336f162ffcfb227d19e06991a59856b26892a17,2024
42ae682abd523baac4cd20322ccf85fcb8f3a109,2024
51892e727670e6b4886754faa557c48919ecbde6,2024
091874f10f7f2fc47b59901319a21a259e1bb7aa,2023
1168a76dfc00efbd829391e2d444468e2a96fb5a,2023
6e65d28d2ef7b83e9c3052b7519ef4786eff944e,2023
e2c5da7c5b43469d5c25e98b6b461f845f2459a3,2023
4b8c3084ebe2c570b607f6d3d0e68a6ea701e0b6,2023
7dcfe87533c7f4b257a4f078a48c48583f7d28ee,2023
bf1c822f46ab08caf5d353195f6983b539eb10d8,2023
889808f6df7361c1eb2c5880e60548a0ece78ab3,2023
b233160deaa2bd94aa4bf2bd5186c3869fd080aa,2023
b0940a53591a81912b155ae1224af08cfde794fb,2023
0851b6a205b077759bbdb67b3d087d7b640d8ae5,2022
332e8f9d0a4cd661462a07e2160762c41be85311,2022
311cf96b1ac4b32beea638c83d17d7621c8d82fc,2022
d1529b693b980fcede63c33fae2292623c6f15ea,2022
5746f476209b1a5fd06f614884834a0d8b78f363,2022
31747bd6c326e1b657e4327345a76d0860e363d6,2022
b257268ab5fc251ab0b2b4241699ad82149c99e5,2022
dbfed0a4861312b1b1b6570d898a8e6f4f96df38,2021
b7753524ff8f498f5ec240d2cb0cf66f58f8d5ea,2021
62e3bdee609f2f50422294cf3e1f4b20b94ecb0d,2024
e0170064f77f40d5485e6d43b23e39e714dd34c5,2023
a361ffb8e3a7bda17399c9f1f397dd4ee8224dac,2023
a9dd2e127ce053ed1410190d204ded82bcc45066,2023
9786d21deda5466029d1cd8907e6f8f5acbac530,2023
a30db6f614c5816d2031ffd738bff64289375291,2022
f5c8d4bf68d4b6992712e04e3d54dbae41855db1,2024
576e9991fd3618868bad80a6eca49168ad564bfe,2023
2afd51e83e87acf02c0044b34c6d4984e814900e,2023
89ec2e7549b64eccc0893b95d704e1702e552ae2,2024
65fb7c806d13c49fbc188fdab4bec543e208bfc1,2024
19679623a3dc6e5236cbad569238dab17e1632d0,2023
e16061b369a407f1b53445bc39018e3d96165a2f,2022
0ffa07d81377c2392cb3ceef01877de10b40e18a,2022
22a2a756888e1114f66c80241d013a377c04ba58,2021
7242b3ad0e71065d009e92ce9f2a113e53da5428,2024
7013aaf91f453c3b7ad024c2b5462651eaae304a,2024
ef2e9dbddd6496beb9898bd8949ab6e6eb85a97a,2024
e2afeb03fef62a26c38f707f84a62b8f5b3b10aa,2024
bbc6956e069816801f8c72a550c38d3eb6dd46e5,2024
f61c79a5897621a6707c00ece8b1d3fece46e5b4,2024
e06510e3ad308d0ab3b7a581c75acb61ee9d2a07,2024
bc7c0003c2648af3fe1441d8a9010971e3033cea,2023
c09c448850ddf05bb7324d5b0f0b246954825717,2023
