authorId,author
1401207455,D. Romero-Alvarez
2136714312,Victor-Hugo Gonzalez
1557587939,Yogeshwar Singh Dadwhal
2109647546,Satish Kumar
144067255,H. K. Sardana
1936895,Alessandro Bruno
27053388,F. Gugliuzza
1720275,R. Pirrone
1762753,E. Ardizzone
2064159883,Afonso Nunes
48684031,R. Figueiredo
1746258,Plinio Moreno
9275594,A. Azaza
1834119810,J. Weijer
1766272,A. Douik
116687502,Javad Zolfaghari Bengar
37077230,Marc Masana
48598731,Zhibo Yang
2119216752,Lihan Huang
2647061,Zijun Wei
1717172,J. Wolfe
145556868,Ali Mahdi
47901325,Jun Qin
2227552850,Garth V. Crosby
47366187,Dan Malowany
2341417,H. Guterman
2111207039,Haoran Liang
4487395,Ronghua Liang
32363057,Hossein Adeli
2064610770,D. Samaras
50543166,Anne-Flore Perrin
3163032,Vassilios Krassanakis
2156146625,Lu Zhang
1764950,V. Ricordel
21340060,Matthieu Perreira Da Silva
1789744,O. Meur
1812046,E. Hall
34405728,Jessica E. Goold
1904707,T. Foulsham
1471852485,Ada Alevizaki
123010154,Nikos Melanitis
2103553424,Konstantina S. Nikita
92230312,I. Utochkin
2109577329,Duzhen Zhang
153497983,Zakir Ali
153396335,A. Clayden
4910863,A. Hollingworth
4089271,Brett Bahle
3037160,Michael Gygli
143865718,V. Ferrari
49684692,Jungwook Lee
2997617,Satoko Ohmatsu
5276132,Y. Takamura
2053651343,Shintaro Fujii
2109245810,Kohei Tanaka
7500739,S. Morioka
3056052,N. Kawashima
2305230716,Jiawei Xu
144187925,K. Guo
8842665,Federica Menchinelli
1712843,S. Park
2456901,T. Nakano
2056446605,Yuta Miyazaki
34777861,D. Litchfield
145932629,T. Donovan
5462319,K. Evans
48981841,Trafton Drew
2071565241,A. Purdy
2067388487,Andrew Wiley
71432061,Veronica Foster
1723792,R. Jacob
143776381,H. Taylor
1909324,Tad T. Brunyé
2027181,A. Schwegmann
2056040891,Mei Su
37777082,M. Schlesinger
2066763205,Sean Walsh
2006610,Ali Harakeh
145292735,Steven L. Waslander
1749373,Dim P. Papadopoulos
1689233,Micha Elsner
47849651,A. Clarke
20937093,H. Rohde
1398288379,Amin Banitalebi-Dehkordi
2976069,Eleni Nasiopoulos
49617585,M. Pourazad
1687935,P. Nasiopoulos
2324553866,Amin Banitalebi-Dehkordi
34735743,Tharindu Fernando
1980700,Simon Denman
1729760,S. Sridharan
3140440,C. Fookes
40107912,M. Król
31609137,M. Król
2742083,M. Glaholt
2040325,E. Reingold
2098636592,Viachaslau Kachurka
145099524,John P. Hutson
145165599,T. Smith
66256479,Joseph P. Magliano
2444586,Lester C. Loschky
33519510,Nicola C. Anderson
2149233708,Zhen Yang
2158026950,Fan Yang
3197038,Huilin Xiong
116652529,Matthew J. Stainer
145963962,A. Hunt
6425527,M. Matsukura
1823362,J. Uijlings
143694777,Frank Keller
35092344,T. A. Amor
38729422,M. Luković
145249172,H. Herrmann
145861884,J. S. Andrade
2478739,Harish Katti
2846354,M. Peelen
35144264,S. Arun
1791358,F. Hermens
3124688,A. Kingstone
16960304,Sharon Scrafton
1918754,K. Zhan
2112852081,Jinhui Shi
3230586,Jicai Teng
2108511025,Qiaoqiao Li
2108555107,Mingying Wang
1842326,Fuxiang Lu
4351871,J. Brockmole
144199240,R. H. S. Carpenter
2678326,M. Segraves
48666433,Emory Kuo
6095372,Sara C. Caddigan
48529089,Emily A Berthiaume
3282030,Konrad Paul Kording
2149995908,Joseph Schmidt
1853375,David W. Frank
2180933,D. Sabatinelli
2624078,A. Coutrot
3252109,N. Guyader
41133681,Jayachandra Chilukamari
3141668,Kathryn Koehler
1895768,M. Eckstein
2064275775,Elham Azizi
31154162,L. Abel
1874975,G. Solman
2849260,Ibrahim M. H. Rahman
1923642,C. Hollitt
145269712,Mengjie Zhang
2870903,Moreno I. Coco
2200541,George L. Malcolm
145937014,I. Groen
2074160,C. Baker
35080731,S. Filipe
143852685,H. R. Tavakoli
3177797,A. Borji
1708642,Jorma T. Laaksonen
2827962,Esa Rahtu
6116437,Emilie Josephs
4769631,Dejan Draschkow
4331863,M. Võ
2045166,Elisabeta Marinoiu
2781306,Dragos Papava
1781120,C. Sminchisescu
4722457,Boris Quétard
3129191,J. Quinton
2634712,Martial Mermillod
143961022,Laura Barca
1746694,G. Pezzulo
144297121,M. Colomb
4842272,M. Izaute
2066074715,S. Izadi
7326223,L. Itti
2548483,Shengfeng He
1726262,Rynson W. H. Lau
4757236,Avigael M. Aizenman
2983935,Xiaochun Zou
2125056145,Xinbo Zhao
2152770608,Jian Wang
143907242,Yongjia Yang
2366042,Pingmei Xu
1751242,Yusuke Sugano
1519274643,Jingwei Wang
9363144,C.-C. Jay Kuo
48270270,Richelle L. Witherspoon
2947233,Mohammed A. Yousefhussien
145846268,N. A. Browning
3290098,Christopher Kanan
2524068,Xuezhuan Zhao
50461900,Bin Chen
2832330,Lishen Pei
144746827,Tao Li
2112131434,Mingxia Li
7667827,Lijuan Duan
145235303,Jun Miao
144871539,D. Powers
2403483,Jili Gu
2343895,Laiyun Qing
2313949643,Kyle R. Cave
2997408,Matthias Kümmerer
49737748,Thomas S. A. Wallis
1731199,M. Bethge
40117581,Mengyang Feng
153176123,Huchuan Lu
1940442,Ryoichi Nakashima
2112808397,Yu Fang
2561888,Yasuhiro Hatori
1938132,Akinori Hiratani
1681746,Kazumichi Matsumiya
1685648,I. Kuriki
1749261,S. Shioiri
145643428,Adam M. Larson
3326347,Z. Bylinskii
4265660,Ellen M. DeGennaro
2533298,R. Rajalingham
2617293,H. Ruda
51028388,J. Zhang
51421045,John Tsotsos
39660014,Daniel F. Parks
2145204917,Yingyue Xu
46761465,Xiaopeng Hong
2512942,Qiuhai He
1757287,Guoying Zhao
145962204,M. Pietikäinen
47883160,Jinhua Xu
39388216,Philip J. W. Woodgate
1933905,Andrew J Anderson
6371933,Jonathan Denniss
144943727,S. Karthikeyan
40092548,Thuyen Ngo
50591689,B. S. Manjunath
2153648504,Xing Zhang
50444194,Qingquan Li
144117000,Qin Zou
33591909,Z. Fang
2196510,Baoding Zhou
1415091126,Simon Liegl
46422036,R. Fritsch
2371389,G. Tullius
4182556,G. Juravle
145450804,Carlos Velasco
1401894618,A. Salgado-Montejo
144248893,C. Spence
1591143181,Yinda Zhang
37737599,Adam Finkelstein
2066732769,Sanjeev R. Kulkarni
40599257,Jianxiong Xiao
5305399,S. Shomstein
152738606,L. Alexandre
145042359,P. Ramkumar
1693881,Hugo L. Fernandes
48181503,S. Spotorno
1975008,Andreas Lennartz
1739588,M. Pomplun
3639956,T. Shakespeare
3608247,Y. Pertzov
153919514,Keir X. X. Yong
145405466,Jennifer M. Nicholas
3024862,S. Crutch
49279035,C. Thompson
5457232,L. Howting
1913269,P. Hills
2146651886,Jie Liu
2151486572,Shengjin Wang
40619793,Ian H. Stevenson
7812114,Adam N. Phillips
37710702,Stefan Mathe
144477854,Nataliya Shapovalova
2070541493,Wang Jian
9394335,Zhao Xin-Bo
2183689073,Qian Wang
2478181,Jiaxing Zhang
15168128,Sen Song
2148906894,Zheng Zhang
1423463741,Amin Haji-Abolhassani
47125588,James J. Clark
1867276,Angela J. Yu
153233743,H. Huang
144663088,E. Rolls
31123495,T. Webb
3414297,Effie J. Pereira
2152078,Ann McNamara
1694233,K. Mania
2872629,G. Koulieris
2116254400,Zeming Zhao
145954456,Wei Ma
2149232078,Zhen Yang
2322871,Yuanhua Qiao
39650047,Theo Rhodes
2478352,Christopher T. Kello
2361128,Bryan Kerster
5796401,Bingbing Ni
1775497,Mengdi Xu
34646933,Tam V. Nguyen
47446553,Meng Wang
3350185,Congyan Lang
2109669984,Zhongyang Huang
143653681,Shuicheng Yan
2693544,S. Kastner
1683346,L. Avdiyenko
3416877,Annmarie MacNamara
35273585,Greg H. Proudfit
29810094,Stefan Winkler
3309825,Florian M. Savoy
1742936,Subramanian Ramanathan
2245915,Hamdi Yalin Yalic
3389271,Chia-Chien Wu
34782782,F. Wick
144114624,Juan Xu
40440632,Shuo Wang
1744045,M. Kankanhalli
1390010409,J. Nuñez-Varela
3026186,Michal Dziemianko
2111015847,Yifan Peng
2037692,Dicky N. Sihite
1398193692,K. Scott-Brown
33230676,Kiwon Yun
1685538,Tamara L. Berg
2080752430,Coralie Bernay-Angeletti
144654026,Tim J. Preston
144199652,Fei Guo
2288550351,Koel Das
145080695,B. Giesbrecht
34454585,Akisato Kimura
1899753,Ryo Yonetani
2639141,Takatsugu Hirayama
2080667,W. Murray
144756846,M. Fischer
145550812,Jian Dong
1400884009,B. M. ’t Hart
1917767,W. Einhäuser
6765970,L. McIlreavy
1936517,J. Fiser
39668247,A. Berg
145621995,S. Barthelmé
5181971,H. Trukenbrod
3258874,Ralf Engbert
1924112,Felix Wichmann
4531450,S. Shimozaki
5754708,W. Schoonveld
2991689,Sophie Marat
1831734,Evan F. Risko
47571862,Sophie Lanthier
143775672,Tilke Judd
145403226,F. Durand
2184661,M. Neider
1731790,T. Baccino
144023664,A. Roumy
2960067,D. Crundall
2116531,N. Wilming
47571485,Torsten Betz
32599522,Tim C Kietzmann
40089171,P. König
46610891,Stephen C. Mack
34471406,Christina J. Howard
2283822,I. Gilchrist
4997851,T. Troscianko
1931096,Ardhendu Behera
1967104,David C. Hogg
3934041,H. Henshaw
3376641,A. Nuthmann
2864005,G. Alvarez
1680975,R. Rosenholtz
4084069,Yoana I. Kuzmova
49381360,Ashley M. Sherman
8372777,Chelsea Heaven
2848854,M. Hayhoe
40466012,M. Land
1691804,D. Ballard
2213811,F. Baluch
145624227,C. Koch
1919272,Matthew H. Wilder
144473519,M. Mozer
1772836,C. Wickens
2136978,Michelle R. Greene
2068075639,Michael G. Ross
2082420712,Chen Chi
46772547,Xilin Chen
7489841,S. Chikkerur
1981539,Thomas Serre
1694051,Cheston Tan
1685292,T. Poggio
1685305,D. Ognibene
144716847,G. Baldassarre
33065307,Baixian Zou
37110739,Wen Gao
2244506,Kelly A. Malcolmson
3147499,Sepp Kollmorgen
3001708,Nora Nortmann
47086469,Sylvia Schröder
2078985033,Adel Lablack
144961511,Jerome Feldman
2318747205,Hyejin Yang
1849998,B. Vincent
34040188,Gustav Kuhn
144236068,G. Cole
2278840809,Noel E. O'Connor
1927374,Özge Alaçam
40309847,Eugen Ruppert
1721364,Sina Zarrieß
2008212226,Ganeshan Malhotra
31565315,Chris Biemann
2144351691,Zhibo Yang
2174259951,Dimitris
2196848266,Samaras
2550452,Tarun Khajuria
36054719,A. Campilho
1696863,F. Karray
1491092225,Zhou Wang
1743774,E. Bertino
2517508,S. Martino
16299183,Ki-Joune Li
2158029981,Fan Yang
2000992292,Fangli Guan
146847767,Gideon Spanjar
102337158,F. Suurenbroek
2097251461,M. Sayah
145470864,Kevin McGuinness
98536322,N. O’Connor
144876304,Wei Zhao
2570647,Shaohui Jin
2118511269,Shuang Wang
50079011,Xiaofeng Li
144125122,L. Jiao
2157209233,Jun A. Zhang
7812066,D. Shen
145540589,Gauri Deshpande
29759011,Santosh V. Chapaneri
2123529,Deepak Jayaswal
3185761,L. Huestegge
3481203,A. Böckler
65798090,S. Sridharan
2940540,Pablo S. Loyola
39826192,Enzo Brunetti
145123234,Gustavo Martinez
145323794,J. D. Velásquez
145366030,P. Maldonado
2089904893,Rebecca Rochman
69463734,B. T. Golisano
3238932,Franjo Pehar
2076853226,C. Schlögl
2058567006,Christian Wolff
2839864,Michael C. Hout
34952963,S. Goldinger
90139613,Б Б Величковский
80974150,А.И. Измалкова
2251183584,Z. Bylinskii
2251187446,H. Ruda
1727853,John K. Tsotsos
2250385262,Privitera Stark
2251183629,Avraham Lindenbaum
2250443794,Mancas Verma
2250182684,Mcdwan Bian
2250389575,Zhang
2251195012,Mahadaven
2251212596,Vasconcelos Ramstrom
2250550984,Christiansen
2250883608,Jia Li
3840252,S. Sinai
3044594,Aysun Kocak
3068278,Kemal Cizmeciler
14364286,Aykut Erdem
152330322,Erkut Erdem
2744059,J. McCarley
9344605,Kelly S. Steelman
3161586,W. Horrey
144350339,Chirag I. Patel
143862817,Sanjay Garg
1968318,T. Zaveri
2072439172,Asim Banerjee
38171381,B. Velichkovsky
2142074197,Mikhail A. Rumyantsev
31822051,M. Morozov
47903491,Benjamin R. Meagher
2076063056,Matthew
2068909525,Wilson
51438919,Zhicheng Li
1793858,S. Qin
2248051369,Jeremy M. Wolfe
2249780915,Todd Horowitz
2332469912,Larry Mize
8774938,Alex Kuefler
2291693756,Zongnan Ma
2191493324,Jingru Men
2243085434,Fuchun Zhang
2295673031,Zhixiong Nan
2226420629,Yilong Chen
2226255342,Tao Xiang
2262445347,Alireza Hosseini
2131612425,A. Kazerouni
2308274365,Saeed Akhavan
2308275357,Michael Brudno
2308276227,Babak Taati
2070064179,R. Abel
2333842750,Sihan Ren
2333835773,Yiming Ren
2271723209,Shuangyi Cui
2271876460,Yimeng Zhang
2267007748,Jianxun Deng
2329518115,Junlong Chen
2275331031,Ying Lei
2234030064,Tiankai Liang
4414897,S. Goto
2296113838,Minkai Sun
2289304268,Nhat Minh Huynh
2302934342,Anh Tuan Le
1410325887,Long Le-Hoai
2303039729,Huu Tho Nguyen
1942804,M. Aivar
2109747370,Chia-Ling Li
2319212457,Matthew H Tong
2319213179,Dmitry M Kit
6905231,B. Baltaretu
3999952,Deborah A. Barany
2265733880,Gabriel Diaz
2258283960,Jennifer A. Semrau
2248032387,Tarkeshwar Singh
2259168502,J. D. Crawford
4957728,Joseph X Manzone
2257813074,Timothy N. Welsh
2296990568,Joao Luzio
2294174060,Alexandre Bernardino
2110736558,Zongyao Hu
2262094893,Lixiong Liu
7618574,Qingbing Sang
2262011126,Chongwen Wang
2110502337,Kota Yamamoto
48160040,Nobuhiko Wagatsuma
2421725,S. Nobukawa
30273537,Keiichiro Inagaki
1872324,E. Landová
2085934749,I. Štolhoferová
1892926152,B. Vobrubová
2268652797,J. Polák
4479876,K. Sedláčková
38820144,M. Janovcová
51997924,S. Rádlová
2252178498,D. Frynta
1976335447,Jakov Matas
6340084,Ružica Tokalić
2281476558,Daniel García-Costa
1402080906,E. López-Iñesta
2188377748,Elena Álvarez-García
2627759,F. Grimaldo
2241963128,Ana Marušić
153223693,Nai Yang
2199986451,Xujing Pang
2324780563,Junpeng Lv
48902006,Zhiwei Wei
2310554155,Nai Yang
2301795386,Zhitao Deng
2301039843,Fangtai Hu
2280571289,Qingfeng Guan
2265928047,Yi Chao
2053671929,Lin Wan
2306521867,Dimitrios Liaskos
2302222239,Shen Ying
2302522242,J. Su
2244131597,Zhuang Yuan
2302290868,Lina Huang
100994398,I. P. Putrawiyanta
2221744308,Novalisae
2221737637,Noveriady
2073374955,Ferdinandus
2268130367,Aan Drobank
73133301,Loukas-Moysis Misthos
2119095633,Pei Dang
2146279860,Jun Zhu
2159550329,Xiaoqi Qiao
1993165392,Jianli Wu
50135589,Weilian Li
2089175498,Jigang You
2116845071,Lin Fu
37644430,Fenli Jia
2203765278,Weiming Wang
2203892067,Jian Yang
2203909889,Tingting Li
2997314,Guomin Song
2203899506,Yeqiu Xu
2323599416,Enshan Chen
2323600482,Stefan van de Spek
2323592389,Frank van der Hoeven
2323592072,Manuela Triggianese
2322342837,Jialu Zhou
77123582,N. Ujang
2320684526,Mohd Shahrudin Abd Manan
1521872560,Faziawati Abdul Aziz
2319985392,Qixu Xie
2320344915,Li Zhang
2278093355,Qian Xie
2164426538,Linhui Hu
2278141359,Jiye Wu
2261592132,Qian Shan
2108702479,Weicong Li
2266611728,Kang Shen
2324861140,Leilei Zhai
2324919616,Haishan Xia
2325244951,Ran Xu
2326115876,Jinyan Shao
2324862130,Jianye Zhai
2325018524,Jiamin Nie
2260934513,Kuntao Hu
2261060178,Ziqi Xu
2261079317,Xiufang Wang
2261057588,Yingyu Wang
2261079301,Haoran Li
2261060865,Yibing Zhang
2145255092,C. Li
2240943571,Haixu Guo
2225416904,Mengya Yin
2138924781,Xilin Zhou
2240874242,Xinshuang Zhang
39222861,Qunfeng Ji
2288014814,Zahraa Naser Azzam
2288011550,A. M. Al-moqaram
2300511936,Chongan Wang
2632239,V. Tourre
2300217693,Thomas Leduc
2270910905,Myriam Servières
1411259739,M. Petilli
2311521118,Francesca M Rodio
152948929,F. Günther
2280882281,Marco Marelli
2151487955,Sheng-Hui Wang
2236862244,Yanhua Lin
2237232078,Xiaowei Ding
52517274,M. Donk
51291099,E. van Heusden
145453702,C. Olivers
47518871,Inês S. Veríssimo
2278440889,Zachary Nudelman
2172930320,Christiann L. Olivers
80718264,Xinger Yu
47230395,Zhiheng Zhou
2303969,Stefanie I. Becker
145060419,S. Boettcher
31441082,J. Geng
1389577567,Ilja Wagner
70318107,Dion T. Henare
2528498,J. Tünnermann
2277884,A. Schubö
2068217,Alexander C. Schütz
1484246976,Anastasia Lemetti
2266214751,Lothar Meyer
150227337,Maximilian Peukert
143644394,Tatiana Polishchuk
1483909716,Christiane Schmidt
116501635,Helene Alpfjord Wylde
2295796367,Kaiwei Yu
2294516929,Jiafa Chen
2294371337,Xian Ding
2315122079,Dawei Zhang
81936503,M. Sohrabi
2284083709,Hassan Khotanlou
6562271,R. Heidarimoghadam
1690255,I. Mohammadfam
41125068,M. Babamiri
2265813923,Alireza Soltanian
2141035049,Fulin Liu
2162401608,Hongan Wang
2304211423,Xin Zhao
2297734478,Dongchuan Yu
2178393581,Eduardo Davalos
2280487618,Yike Zhang
,Ashwin T S
2043642,J. Fonteles
2280385732,Umesh Timalsina
2305950462,Gautam Biswas
2310451859,Abdulrahman Mohamed Selim
39739949,Michael Barz
2105468553,Omair Shahzad Bhatti
2123355044,Hasan Md Tusfiqur Alam
2243244763,Daniel Sonntag
2302696387,Zebin Jiang
2190400546,Xinyan Li
2283027343,Liezhong Ge
2116501993,Jie Xu
2302777337,Yandi Lu
2302604622,Yijing Zhang
2190302136,Ming Mao
2283931367,Mark Colley
2297813351,Beate Wanner
2175276644,Max Rädler
2301089285,Marcel Rötzer
1995636,Julian Frommel
40977643,Teresa Hirzle
1665195753,Pascal Jansen
2239124709,Enrico Rukzio
2164810258,Arianna Latini
2295558448,Ludovica Marcelli
1413725695,E. Di Giuseppe
2295554872,Marco D'Orazio
2170489224,Enamul Karim
2175678320,Hamza Reza Pavel
2291743520,Sama Nikanfar
2164037995,Aref Hebri
2292153198,Ayon Roy
51018892,Harish Ram Nambiappan
2143356371,Ashish Jaiswal
2291742916,Glenn R. Wylie
1728274,F. Makedon
2273929667,Arash Abbasi Larki
2273935447,Akram Shojaei
2273056351,Mehdi Delrobaei
2268860553,Dario Fenoglio
2910166,M. Gjoreski
2268871966,Marc Langheinrich
2268881256,Daniel Josifovski
2268861865,Alessandro Gobbetti
2268861859,Mattias Formo
2438687,H. Gjoreski
2189495932,Jacob R. Kintz
2281975211,Savannah Lynn Buchner
2282504091,Allison P. Anderson
2254221219,T. K. Clark
2221253289,Xin Zhong
2061634462,Wenjun Hou
2398140,E. Kazantzaki
2520559,Wolfgang Fuhl
1400978602,Anne Herrmann-Werner
1745449,K. Nieselt
3392059,Xianyu Chen
2287458628,Qi Zhao
2270415749,Niranjan Balasubramanian
2257248031,Dimitris Samaras
2047039599,Takumi Nishiyasu
2309901613,Yoichi Sato
2257356852,Mengyu Qiu
2267769256,Quan Rong
2267760971,Dong Liang
2267769643,Huawei Tu
2145150600,F. Travi
2145152340,G. Ruarte
1946864700,G. Bujia
2941980,J. Kamienkowski
1471925812,N. Ben Itzhak
2244009479,L. Stijnen
2244009485,E. Ortibus
3582588,J. Cimadevilla
2474255,R. Nori
2864443,L. Piccardi
2115726536,Y. Wang
2194107811,Qiuhao Huang
2161254798,Zun Xie
39872583,M. Wang
143959904,Wei Bao
2153291540,Rui Zhao
1576126304,Xinyun Ren
2157170615,Yan Liu
2142440800,Yujun Li
34726782,R. Long
2216480249,Mengmeng Yu
2284077786,Chongke Bi
2281458477,Dan Liu
46537596,S. A. Hamid
2160630848,Kaisi Yang
2258082295,Lianyu Zhao
2161026393,Chenglin Wang
2220662867,Yu-Szu Wei
2110848624,Xing Wei
2220002902,Shin-Yi Zheng
1806563,Cheng-Hsin Hsu
2162086997,Chenyang Yang
2244140437,Wenyi Zhang
2244254081,Xiaotong Liu
2212061940,Song Zhao
2200873315,Shiwei Cheng
2047716372,Brendan David-John
1784947,Kevin R. B. Butler
2617152,Eakta Jain
2153406426,Peng Sun
2116711372,Xianguo Zhao
2180014695,Yu Zhao
144681848,Ni Jia
2179611149,Dawei Cao
2328646932,Kevin H Guo
1379594529,Nikhil N. Chaudhari
2328643809,Tamara Jafar
40578391,Nahian F. Chowdhury
2276159872,Paul Bogdan
2199693292,Andrei Irimia
2261544021,Morteza Moradi
37759796,S. Palazzo
2186126547,Francesco Rundo
2120814918,C. Spampinato
2301313182,Parvin Emami
2283318301,Yue Jiang
2296950458,Zixin Guo
2289454199,Luis A. Leiva
2289908388,Hao Cai
2007931,Kao Zhang
2284854407,Zhao Chen
2258310501,Chenxi Jiang
2241936019,Zhenzhong Chen
1884159,Enkelejda Kasneci
2108917608,Hong Gao
2326110001,Süleyman Özdel
2214176268,Virmarie Maquiling
2218475959,Enkeleda Thaqi
2282980635,Ka Hei Carrie Lau
2057815422,Yao Rong
1686448,Gjergji Kasneci
123779446,Efe Bozkir
116842721,Kerri Walter
2196143671,Michelle Freeman
2232171726,Peter J Bex
2313671733,WenLi Huang
2179330273,Claire E. Manley
122874537,Songhe Wu
50177639,Xiaoping Zhou
51293538,Yaoqi Sun
2244143050,Yuhan Gao
32450931,Zunjie Zhu
1519065889,Jiyong Zhang
2186056842,Chenggang Yan
146507069,D. Khaustov
2244477569,О. Kyrychuk
151262101,Y. Khaustov
2205334488,T. Stakh
1752676826,O. Zhyrna
2244477665,Yu. Nastishin
2195416233,Ming-Ru Xie
24381380,Shing-Yun Jung
1798879,Kuan-Wen Chen
2159207116,Ninghan Zhong
35628582,Kris K. Hauser
2048794125,Zhiliang Wang
2154413361,Maryam Qamar
2154412668,Suleman Qamar
2167157346,Muhammad Muneeb
40547898,S. Bae
2115321456,A. Rahman
2196964938,Austin Greene
1471714592,Hannah Tarder-Stoll
1402392147,Juan Antonio Lossio-Ventura
2196421873,Francisco Pereira
2283509795,Janice Chen
2308737,Christopher A. Baldassano
2275691783,Chris I. Baker
2053182701,Alexandra C. Schmid
2313714926,Simon M Kaplan
1742489,Dwight J. Kravitz
1473674151,Cemal Koba
2258322390,Alessandro Crimi
2248420479,Olivier Collignon
2267125027,E. Ricciardi
2312287354,Uri Hasson
2308987567,Jeongho Park
2304920322,Edward R. Soucy
2308892727,Jennifer Segawa
2308890721,Ross Mair
2745756,Talia Konkle
7271416,Can Fenerci
6939215,Roni Setton
2084028027,Giulia Baracchini
2086747189,Jamie Snytte
2836333,R. N. Spreng
3471839,Signy Sheldon
5542822,I. Monosov
2298997674,Jan Zimmermann
2298993759,Michael J. Frank
4058359,Mackenzie W. Mathis
2309242921,Justin T. Baker
67218118,Ke Bo
6623367,Thomas E. Kraynak
2215700005,Mijin Kwon
2118254655,Michael Sun
1897612,P. Gianaros
2238313046,Tor D. Wager
1403414703,M. Ontivero-Ortega
1405409683,Jorge Iglesias-Fuster
2218517807,Jhoanna Perez-Hidalgo
