paperId,field
11003c6f3537147568642752a1f977e310fd0cc7,Biology
11003c6f3537147568642752a1f977e310fd0cc7,Computer Science
5a6c5a39152ecfad6e6f06bab773837b63033a12,Computer Science
67caf6539e066237f20f55d8bce820a53dfbc3bc,Medicine
29f2d09cf5f6e75ed5b7fa100eac92f4e6e2421f,Medicine
96150d2fdbb72e11882ad06b346d6e0d2e819d51,Computer Science
8381ae03629962ab8bd0782f6a8075597c1e63f7,Biology
8381ae03629962ab8bd0782f6a8075597c1e63f7,Computer Science
d08405247d48d3e9a0580de3621359303483bf77,Computer Science
1a4a5c24c2ee500819b81da6dd07483ef4112846,Computer Science
574336423b6e5a3833719414cdb44b845ead21ee,Computer Science
cff98f47f59ae8d55e7d0f56cd7914d280771613,Computer Science
8b9346af26e460bc37d0e3a4e957a6c42beb3677,Medicine
8b9346af26e460bc37d0e3a4e957a6c42beb3677,Computer Science
f82a08af8933b0ab5b47f2c68190d7b9179021d4,Medicine
f82a08af8933b0ab5b47f2c68190d7b9179021d4,Computer Science
b4e77d32df4a21d27f4a5a01bc5c78a9e676f5d7,Computer Science
dcf8540bad8b140063737702c5d3dda3cd3908b3,Engineering
dcf8540bad8b140063737702c5d3dda3cd3908b3,Computer Science
126e0801de465f8d2092af3eb88a89a8f2e995f7,Computer Science
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,Computer Science
2b2900d14b7ef87decfdbc092c55d4ff944dfafa,Medicine
cd04ba0a3e183ee86221ecf98efb73c3495ec929,Computer Science
4ce8857aa18acd253aa33b618e37cc0bab58e23d,Computer Science
a38b4012012d73a572d8cab33dd2b668b807b10e,Psychology
a38b4012012d73a572d8cab33dd2b668b807b10e,Medicine
1735da3648759becea03fb3e8d4bc09c943e28d6,Computer Science
19e5c0abfdcc0d99e3e117bd1e40b2f06191e1fa,Computer Science
604f0b78b76aaf6e8ba158835daa762f805b5846,Medicine
604f0b78b76aaf6e8ba158835daa762f805b5846,Psychology
5dd268d78209640485160518b12f5f9a7f51f60f,Computer Science
a5271599a0066683b0711652f3de3d73a52e09de,Computer Science
6c126ce47054d91a94b69cabc81540f4028898b8,Computer Science
10d8c854a366b05433a41c59cc1efd13e8a93214,Computer Science
9c61c087288dc5dfcdd554917217a87006d40e6b,Medicine
9c61c087288dc5dfcdd554917217a87006d40e6b,Computer Science
a2ac4d6919a17e6859c70f0c53a8305ae08df3bb,Computer Science
64d97e1a332c14cf9ae9311be9d43bfd2a8f3456,Computer Science
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,Psychology
503034bc7c5742e3eb6d11c3a386d063cb1b9a24,Medicine
a0c8782451067209b1c2c62cf82edda19b2a669e,Computer Science
87bc5ce987c66d07c7d5df40f28411eeb006463f,Medicine
87bc5ce987c66d07c7d5df40f28411eeb006463f,Psychology
d2db7c99c6768cf9946cbaf73401ec9b7704fb8d,Psychology
c84737c7cb2d099bf76e50ccd5f704037d81aa62,Computer Science
544f81479c5b0177715f155e644351a878ad1fba,Computer Science
fdfc8186cabb64fc4ff697e3422d1179af27d1ed,Psychology
edebb240775435c7cefaf3666e2b5e894ada7f47,Computer Science
edebb240775435c7cefaf3666e2b5e894ada7f47,Engineering
6546a9b48810edfb527e3af45cb5ee36f573cf5a,Computer Science
3e27c7e0a755b7ef4e19395b9696300bb98f9690,Computer Science
3e27c7e0a755b7ef4e19395b9696300bb98f9690,Mathematics
cc710563c48317bbd1b107c62dadf61bfb41a76f,Computer Science
0ecdf788d244ae5d95cb23b42a98507cf595f56f,Medicine
0ecdf788d244ae5d95cb23b42a98507cf595f56f,Computer Science
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,Computer Science
516a8e8cd836ec33ac2b3faf8cdafcfef86a8c1a,Engineering
58141c9f8cf4f6cec747fa71bdcdedb78a79519d,Computer Science
347ffaaf78ac976ee5c4ee0de358f9fc00262d6b,Computer Science
103e5f3e8b5e10db86c949c475f6a628a5565f89,Medicine
103e5f3e8b5e10db86c949c475f6a628a5565f89,Psychology
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,Psychology
66adc31b34bf7cc874b9e7a80b40f2f851ec12a9,Medicine
501b619a0c321aee8d9506e318e5c8f22d563f2f,Computer Science
5e72d92e02a35051da555930efc7426956c87603,Psychology
5e72d92e02a35051da555930efc7426956c87603,Medicine
fe32d58637fed83382687f55a70b0b5bd4aa6b31,Psychology
2b5e96889b823fa421278b9824913969d28dc2c6,Computer Science
47ae41d513630b8e4a03a124d7c20eae97ddbf55,Computer Science
54718446e800fc1191339ee6ce0e6b026207bce0,Medicine
54718446e800fc1191339ee6ce0e6b026207bce0,Biology
c69f5261edb4dde001fcea4d32b06fdf9dd9358a,Computer Science
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,Medicine
6b3eb3c1f6971db91120cd9dd18a377cfe82d268,Psychology
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,Medicine
0ab7ba31256eaf9a6e4621b38f4eb2fab7d49fe2,Computer Science
469bf173e05a8a17170bbb317502b1e6002ebdc1,Computer Science
430d827edfbdd39ceb9ebf1a34a181e665335f79,Computer Science
430d827edfbdd39ceb9ebf1a34a181e665335f79,Medicine
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,Computer Science
08f46d6a91e513edd57a0ef15d5367b5d0545c1b,Medicine
85278459b71423426dbd255c99213b6d54bb2860,Psychology
9de7b515b870735b9eb2efac145bb9e4f8289b4d,Medicine
9de7b515b870735b9eb2efac145bb9e4f8289b4d,Psychology
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,Psychology
60595f4f5bdc26cdd168416fd77da0ac958a0f9b,Medicine
0c7c3c5b038b8914f926da9b5d5c47cbd569b548,Computer Science
494864b41951afd8d4df00cd064de74d75219b14,Medicine
494864b41951afd8d4df00cd064de74d75219b14,Psychology
6455e0b121abc60d4995f659df5e174e0ad77b8e,Medicine
6455e0b121abc60d4995f659df5e174e0ad77b8e,Psychology
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,Computer Science
3cb75d8ab988bfce0ef2e160f6368721a6aa537e,Medicine
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,Psychology
ed8de051f0dd0d700709ebe36fadc82157fb7ff9,Medicine
c7e7e251a4a69af23cf2de2eea49b4675ba49d2b,Computer Science
c1697e396a20aa5a421cb79b7ed2e626b5c28133,Computer Science
19ab8aff8b6041289277d507fa7376b7feb4962e,Computer Science
19ab8aff8b6041289277d507fa7376b7feb4962e,Medicine
0dcf0145e7a986482449b88b817a6716d6f930d4,Medicine
0dcf0145e7a986482449b88b817a6716d6f930d4,Psychology
3efe416a7f19e05707075c646cd78a364674800f,Medicine
3efe416a7f19e05707075c646cd78a364674800f,Computer Science
64e99ef6f1910178c5672b27d5ab722375b33ee8,Computer Science
24ce748146c75938b0a136e5473472020b2698d7,Computer Science
24ce748146c75938b0a136e5473472020b2698d7,Psychology
24ce748146c75938b0a136e5473472020b2698d7,Medicine
137167f76cc6f413d54355abc4f7672b5af31630,Psychology
137167f76cc6f413d54355abc4f7672b5af31630,Medicine
74f0c203bcfbc6fc13bc9ee9aefb7e71261ca591,Computer Science
9995d891a5d6737eadd7b386de23fbd7aef77903,Computer Science
4d7041781419674d6defcec809ecb3fa9406becb,Medicine
4d7041781419674d6defcec809ecb3fa9406becb,Computer Science
d211b8abdc45b32523b753996732aae56d915707,Computer Science
d12f4c827739b91db063162b01bb0da25f24966f,Computer Science
d12f4c827739b91db063162b01bb0da25f24966f,Medicine
9413124d9f8b8a7a06f7c6b77b12f1af9964b8b0,Computer Science
560ae4902c7e4a5a72edf629669439bd48ae46de,Computer Science
c8de02ab86a69c099acd427db2e1797fc8d523e8,Computer Science
c8de02ab86a69c099acd427db2e1797fc8d523e8,Medicine
07865fce2be201ad95f2451a261f1d0669960867,Medicine
07865fce2be201ad95f2451a261f1d0669960867,Computer Science
9e382559b32baee574359fa11cb85209b8199223,Computer Science
9e382559b32baee574359fa11cb85209b8199223,Medicine
6384a0b3940a71c2abe2447d9180a1d075a1a189,Computer Science
57cf6509377136530db3e72e4fd907665a6a4831,Computer Science
57cf6509377136530db3e72e4fd907665a6a4831,Medicine
822d9af50792c2849f8f3eb539a43eee80c8850b,Psychology
822d9af50792c2849f8f3eb539a43eee80c8850b,Medicine
bdf149643c138742dedbbbd1880394c3a5b34d4b,Psychology
1d8d0f310fffba4b614ef04a56f1113c583e11e8,Computer Science
1c050a8aab477e840bcbc858da18028d63e443f9,Computer Science
57d00a0366be6fad9685807d97e4237a7d2ad69e,Computer Science
20742b9c4d60e633b7622102c3238e2bb46f89cd,Mathematics
b8c1c94167e307b3d504809f941352e904aea70c,Computer Science
b8c1c94167e307b3d504809f941352e904aea70c,Psychology
b8c1c94167e307b3d504809f941352e904aea70c,Medicine
b8c1c94167e307b3d504809f941352e904aea70c,Mathematics
e447cbe3e5dbde42d3469931277d5b753b522ca9,Computer Science
e447cbe3e5dbde42d3469931277d5b753b522ca9,Medicine
d515a89e8235460dac3afe6eb32c358890813ecf,Psychology
d515a89e8235460dac3afe6eb32c358890813ecf,Computer Science
d515a89e8235460dac3afe6eb32c358890813ecf,Medicine
d515a89e8235460dac3afe6eb32c358890813ecf,Mathematics
8549a4e1436f616dc8f92c5628fd4b555f55efc9,Medicine
8549a4e1436f616dc8f92c5628fd4b555f55efc9,Computer Science
530550353330f0df2eae1c57f70a61b4cf36019b,Medicine
530550353330f0df2eae1c57f70a61b4cf36019b,Psychology
4882693da53acc8e6acf5288f6f39224a4603b60,Medicine
4882693da53acc8e6acf5288f6f39224a4603b60,Computer Science
90e7a86a57079f17f1089c3a46ea9bfd1d49226c,Computer Science
90e7a86a57079f17f1089c3a46ea9bfd1d49226c,Medicine
70f2f54f02ac76f1b32336ac93cb45d75cd9b70b,Computer Science
6b222931c89aed5a4dce3719a439722a5516a4ff,Computer Science
1fc03b4c156f9262ea04c62dce01606e552b5b92,Computer Science
1943f984251649e2e7eda3a978cb82e2e7cdedaf,Computer Science
1943f984251649e2e7eda3a978cb82e2e7cdedaf,Medicine
af7ed2f0a988eea39d39ebf0393495b776c9169f,Psychology
799b2a2015a8d662d59555d46618cf8ed8fb51c7,Medicine
5da06a9b5be4fe7d6838c489e6744162911a5267,Computer Science
fc838bdd9c79cf59e357e20e2ce2d28b00180aa1,Computer Science
fc838bdd9c79cf59e357e20e2ce2d28b00180aa1,Medicine
b6e345b8cae1be60e3772b339e7dc2e3e1036589,Computer Science
0b836942044fdf0d8bcd59838332af32c4fd6b31,Medicine
0b836942044fdf0d8bcd59838332af32c4fd6b31,Psychology
3433627f803953280b66ae1576d083fc9a68385a,Computer Science
aa4ab945ea961e52cc31427723203370a7017d3d,Psychology
aa4ab945ea961e52cc31427723203370a7017d3d,Medicine
c67f453f47b479d57a457fc13b970cb874986104,Philosophy
c67f453f47b479d57a457fc13b970cb874986104,Computer Science
4ad1e96e6d48a13a5f7a14bed78f55c12ab9e350,Medicine
4ad1e96e6d48a13a5f7a14bed78f55c12ab9e350,Computer Science
39f59c2e1452d881535656326ee98af46ded7391,Medicine
39f59c2e1452d881535656326ee98af46ded7391,Computer Science
d25974eb72fe9ba020a40064cd7b68df137c0358,Computer Science
88231e5dc130a0fea0cf53e44399a3bb41cdb5f4,Medicine
88231e5dc130a0fea0cf53e44399a3bb41cdb5f4,Psychology
0d74d031fa95fe2049bc14002665e926bb0cddfb,Medicine
0d74d031fa95fe2049bc14002665e926bb0cddfb,Psychology
ca3772f16090ed81597b7fc211aa2178f7c43f07,Computer Science
e06552bbf730b1cb4403d6f632ac93444f0e3434,Psychology
e06552bbf730b1cb4403d6f632ac93444f0e3434,Medicine
a5a321769ebc09a34b26023d8bd10f5ccfbf57f7,Computer Science
ddf37df62a4f266906d8e361deb2be38b0bce1a2,Computer Science
7e8155d25ce9c7b01f3800717263bd2f52823da5,Computer Science
94d26cc2f5a8936fd2d94ec1b71f4b52571469ce,Computer Science
46212252f24346c23d695df100301b33571e473b,Psychology
46212252f24346c23d695df100301b33571e473b,Medicine
84424eee012089dac9414979f0cb1465c97c4408,Computer Science
84424eee012089dac9414979f0cb1465c97c4408,Medicine
daff03d21129538044bd42ff49663622ff20d06d,Psychology
abfd3d1fb0c0117905978a470897db053dc7afbb,Computer Science
abfd3d1fb0c0117905978a470897db053dc7afbb,Biology
abfd3d1fb0c0117905978a470897db053dc7afbb,Mathematics
bb407f5a7bb2c8facea2a802c0636c71aefc1d2a,Psychology
bb407f5a7bb2c8facea2a802c0636c71aefc1d2a,Medicine
ed72199fca05252566b07bf7d19a67eb6807c660,Computer Science
ed72199fca05252566b07bf7d19a67eb6807c660,Medicine
30212d3572985f76ee00ecd7cba203c60e480c48,Medicine
30212d3572985f76ee00ecd7cba203c60e480c48,Computer Science
7d02f4acb64cdc9b8ac305b6291c4a641aa55170,Computer Science
34f53b176b1fffe9ab8c1102dfbbe93a625850f0,Computer Science
5c4d7126a13416be7e8fcfffbf00c57ace18d79d,Psychology
6b70bec7ec4b870b0501e0ff9d6a6430cb254159,Computer Science
f509f6de4bb16b0d7b3e8d39035218c9ea667bf7,Psychology
f509f6de4bb16b0d7b3e8d39035218c9ea667bf7,Medicine
a9faeb63f3fb06aa241f8df867bb8159e8f9a14a,Computer Science
02474282221b190279ef8233091f7045104b7d72,Psychology
02474282221b190279ef8233091f7045104b7d72,Medicine
8a4ec5c20e2493943cf2281a6843ff4ddcbed5f1,Computer Science
8a4ec5c20e2493943cf2281a6843ff4ddcbed5f1,Engineering
ef63b3458d7247f7c2ad79ae55a3af307312f0ba,Computer Science
5dabb4ce6eff048d9f1bff2e7a256dac18c7a6b6,Computer Science
5dabb4ce6eff048d9f1bff2e7a256dac18c7a6b6,Medicine
3c242e4bf9b02b1c704bdac96a830bd0b0deac25,Medicine
3c242e4bf9b02b1c704bdac96a830bd0b0deac25,Psychology
18804d8e981fa66135c0ffa6fdb2b8b3fec6d753,Computer Science
18804d8e981fa66135c0ffa6fdb2b8b3fec6d753,Medicine
e254d0e670ce8217e74aaf1421c72e63e62929e3,Computer Science
e254d0e670ce8217e74aaf1421c72e63e62929e3,Medicine
5561dbbe88f38ab030a2556066f817164dc2cee2,Computer Science
7c9554b7d1afa315471890c3ce3e15bf38f34304,Computer Science
bf141ead8d9728d6d59bfbc3dc5311dae4a3048a,Computer Science
e9f65448baee0014c3ae3898442cb65007b07d7e,Computer Science
e9f65448baee0014c3ae3898442cb65007b07d7e,Psychology
4c3f5978b1d3a3c0c9f57ccde244ddf5571d637c,Psychology
b1da9ed990a6a1dfcbc38f5d711a1183dc14bee2,Computer Science
b1da9ed990a6a1dfcbc38f5d711a1183dc14bee2,Medicine
ad7019eba4380a35c347f7ed7acd040800e14305,Medicine
ad7019eba4380a35c347f7ed7acd040800e14305,Computer Science
ad6154c161112ef126182d0b0122d6b57e6d692e,Computer Science
ad6154c161112ef126182d0b0122d6b57e6d692e,Medicine
eecc43d31aede959c78130fa441b53f20c32a4df,Psychology
eecc43d31aede959c78130fa441b53f20c32a4df,Medicine
ac6824b1f826ed055d050e478671aa81416c639c,Medicine
ac6824b1f826ed055d050e478671aa81416c639c,Computer Science
c102b22b59f3d59c3e78c33fbe29962eda46c2c5,Computer Science
ad2c0ae801c9e8adece483e74725e12a8544d440,Computer Science
55c9cc6666a5c79fb01d5bbcc118c1ee6fdd8919,Philosophy
fee8eb18a4903c965e7cba1df3abfe6aa0620a6a,Medicine
fee8eb18a4903c965e7cba1df3abfe6aa0620a6a,Psychology
f777d057cc583403a05f6bcac52709325f4f2c1d,Psychology
75b63435340f3f932122c322d438752361c93826,Computer Science
1e459d6df9faa26932c28dc795762cf7264e6e9a,Medicine
1e459d6df9faa26932c28dc795762cf7264e6e9a,Psychology
8bf92f5ad8392ef0b2fd15b4d438d5e56bb5ba6d,Psychology
8bf92f5ad8392ef0b2fd15b4d438d5e56bb5ba6d,Medicine
4953e65f52322b18224e7a89986769c5fa6f6b60,Computer Science
bef862006a045d846d716346b0d27d3ca6cbf21b,Computer Science
f1c992d50d090fb4df655848ced2586d7eed0fb5,Medicine
f1c992d50d090fb4df655848ced2586d7eed0fb5,Psychology
9565afc0b37df993f29fa2918ef00d98b739b2bf,Psychology
9565afc0b37df993f29fa2918ef00d98b739b2bf,Medicine
b69fbf046faf685655b5fa52fef07fb77e75eff4,Medicine
b69fbf046faf685655b5fa52fef07fb77e75eff4,Psychology
0888fb9802226f8fe9540b4e8f6fd715b8c72723,Mathematics
0888fb9802226f8fe9540b4e8f6fd715b8c72723,Computer Science
0888fb9802226f8fe9540b4e8f6fd715b8c72723,Medicine
d14e12678f2c879ba9e25aa6f8251e6e11251338,Psychology
d14e12678f2c879ba9e25aa6f8251e6e11251338,Medicine
6666ffdc35f3b80f291b63e62fdcc29462662c47,Computer Science
f90ab3a6ea299ed49b54a6a57e62c4a8efa17736,Computer Science
730033f18e5b41862c442fad8e87b1b8970ec7de,Psychology
936e81a15162d2b5bcbe9e4004b5e12237bae11f,Psychology
936e81a15162d2b5bcbe9e4004b5e12237bae11f,Medicine
764445d17c7a6646414c77a8074d76c4c1594e35,Psychology
764445d17c7a6646414c77a8074d76c4c1594e35,Medicine
0f836a6cd1b63bded438d28e34c07d1d15bea0cb,Psychology
0f836a6cd1b63bded438d28e34c07d1d15bea0cb,Medicine
daef3fdc4190927c063ae94c12437cf82a6d1c20,Computer Science
168352293ba2f197e585c1940a7120e1c2a6c242,Computer Science
168352293ba2f197e585c1940a7120e1c2a6c242,Medicine
c5228fc4b6743a17fe77307a1d824f1cd1b0f3fa,Computer Science
d541e27ba9eed05238f05424e1c63b14a16e60a4,Psychology
d541e27ba9eed05238f05424e1c63b14a16e60a4,Medicine
930006208a78e721a41ebc86d77bbe3ac0044330,Computer Science
a6f6cdb62e4d13c2b0adc195881c5a30396a2a94,Computer Science
a6f6cdb62e4d13c2b0adc195881c5a30396a2a94,Medicine
c77ce62b51a123ca36728424491d95462ef8bb78,Computer Science
c77ce62b51a123ca36728424491d95462ef8bb78,Medicine
c77ce62b51a123ca36728424491d95462ef8bb78,Psychology
19630517a943c07df6ea21aba9a4cdb4e731abe2,Computer Science
19630517a943c07df6ea21aba9a4cdb4e731abe2,Medicine
cf7b707249e7fbc0247b7a746f56b25817a2be37,Psychology
cf7b707249e7fbc0247b7a746f56b25817a2be37,Medicine
66374ef6689cea7cddb1734a5b7dd9ec2f46599d,Computer Science
4feaef5c2034c1abfa174320283148cf2daeb05c,Computer Science
4feaef5c2034c1abfa174320283148cf2daeb05c,Psychology
2abbda7559ce3d0eb72fbaf55de729e5e6557cd5,Medicine
2abbda7559ce3d0eb72fbaf55de729e5e6557cd5,Psychology
399288c0dd3d8431aa433d5e606858882ad496a0,Psychology
399288c0dd3d8431aa433d5e606858882ad496a0,Medicine
46b64c83bc74a14a4eabf2f9bf839802adb5acbf,Psychology
46b64c83bc74a14a4eabf2f9bf839802adb5acbf,Medicine
119cdc6ff080c2490af41654a7f2223cc55d27de,Computer Science
119cdc6ff080c2490af41654a7f2223cc55d27de,Medicine
02c9ec70a299ba65f051c5a2be3642dbea3a0315,Medicine
02c9ec70a299ba65f051c5a2be3642dbea3a0315,Psychology
b380725466e69717ab4c2520c80cff4bba2cc05c,Computer Science
b380725466e69717ab4c2520c80cff4bba2cc05c,Medicine
bd03b0e7c6b5aa6f3c1847d03df2b9ec2fb51893,Medicine
bd03b0e7c6b5aa6f3c1847d03df2b9ec2fb51893,Psychology
d8c306e0940cb9089740bac971c7905ee59be6ad,Psychology
d8c306e0940cb9089740bac971c7905ee59be6ad,Medicine
9e61a10d2a905b694a8e10e82ee9571dcd9b52d6,Medicine
9e61a10d2a905b694a8e10e82ee9571dcd9b52d6,Psychology
55f4c7b6cbf970f42eaf12e2aa2827dc27e66d06,Computer Science
55f4c7b6cbf970f42eaf12e2aa2827dc27e66d06,Medicine
4d7b66a123135d37689005816aa15ab31167b6d3,Computer Science
b46533abc845057d02e4bbd78effb46b340b4d70,Medicine
b46533abc845057d02e4bbd78effb46b340b4d70,Psychology
3280e55d450e2fdebef4c2d07a2ff8b3689b6f3b,Computer Science
1472d023c79e4aa5a6308a7af092b95fb15b61fd,Computer Science
6a807aa78e6192b3e986d73eaec4d57427ca89a0,Computer Science
14ccc2877a94cdafadd65245ded9b41f7673cee6,Medicine
14ccc2877a94cdafadd65245ded9b41f7673cee6,Mathematics
4d5b9b2977335783f738d9006af9880b21dcf5af,Psychology
4d5b9b2977335783f738d9006af9880b21dcf5af,Medicine
4dd4eec55c21a7e5a8bd1ced6e2afed04907cee0,Mathematics
4dd4eec55c21a7e5a8bd1ced6e2afed04907cee0,Medicine
f1180fd84bf9192ec1e85aa8d424666dab3fd71b,Biology
f1180fd84bf9192ec1e85aa8d424666dab3fd71b,Medicine
2625107f912ed0f20c55b824803e7135b6c91831,Psychology
2625107f912ed0f20c55b824803e7135b6c91831,Medicine
2625107f912ed0f20c55b824803e7135b6c91831,Computer Science
1ff97ba12e4b89cef09bdb7599f1013122dafb09,Computer Science
87f5424cdd66950866b8f6ccd9e80af2c4754aaf,Art
87f5424cdd66950866b8f6ccd9e80af2c4754aaf,Computer Science
7d8a1b7eb7ee1a9089f3a62f745232baf95d701e,Computer Science
7d8a1b7eb7ee1a9089f3a62f745232baf95d701e,Medicine
4da6d9770965b74515227a3a63888a442b425635,Psychology
86f9fa13face039d3d1e6e34407ee81e425e8489,Computer Science
86f9fa13face039d3d1e6e34407ee81e425e8489,Medicine
4be0398efbf5b54b039f9a5b9bbc2b673fa248a7,Computer Science
4be0398efbf5b54b039f9a5b9bbc2b673fa248a7,Medicine
c7614898de1cfee1a3a1c564f52c1e67879c29b3,Computer Science
6f7e567d1802a02406571bb45732465fc9acca16,Psychology
6f7e567d1802a02406571bb45732465fc9acca16,Medicine
59ae65b363187bbf1fbd27a2a7a744c56ecffcb4,Psychology
022a5e5622b54b6eed2d84d70a3294b591a61abc,Psychology
1f55c7886bd3812388478c5646be5dcc6f436a6a,Psychology
20d43cd6f21c0f3759e09ce9ffe31569e44f7a0c,Computer Science
d0943cbac16fe4662218355aa8591e33d49eb1ec,Computer Science
6ef4cc8126a312c5e4be1190e28238dc46f50aec,Computer Science
bb6a1cab0cfd4adc3de102eb8835d40ffd99874c,Computer Science
0b91677d959ce2a5514bc0887532534dd77f01cf,Computer Science
9eb2c4302f95920fb6fe00f3442453c5dab4635f,Psychology
18a0e9f0c2a0ec455938f17efe0d6c729cdb25b3,Computer Science
729b5265c6552d401d68e385675fa52cd60973ff,Geography
2518688b604761a873b14843c458aa5c1cf4f575,Computer Science
415ab4c652cbbd2dc66529c8e5674add5a32af32,Computer Science
cadcd75cee1d7844c4eb5f59eb417180fb95a021,Computer Science
450d390dadc7daa187dc28a1663eb83fa3fd8e22,Computer Science
22894791cb1e139177cef3fbb1ebda417a4b549f,Computer Science
fe93ac479bd21078878fdce3ea78bb75bf09946f,Geology
fe93ac479bd21078878fdce3ea78bb75bf09946f,Computer Science
b946c920852c1943c372c3ac87ac39ef152c460d,Computer Science
235714eb00fbb9aac753855429cd516d365eceae,Computer Science
31234933ad8cfcb3b525b6f02a082187a6a36118,Medicine
31234933ad8cfcb3b525b6f02a082187a6a36118,Psychology
4806b41de126842c2bb5c382827cfe990f4d5a31,Computer Science
4806b41de126842c2bb5c382827cfe990f4d5a31,Engineering
5ae090908287c095ba217c4c29d99042498e4e95,Computer Science
c89d3b0945d60697dbfd2a93e2dba30f767eb0a4,Computer Science
d8fea6d07b4d623aa35c5e7ce171adfb1f1a5189,Computer Science
d8fea6d07b4d623aa35c5e7ce171adfb1f1a5189,Medicine
6c933a558af4267a2a95049b9d30c7f9cf84606d,Psychology
6c933a558af4267a2a95049b9d30c7f9cf84606d,Computer Science
7ea881a32f0dc1e613c6de2d5fd9ea46983d95f0,Computer Science
56c64687489f67f466ee2c41fba826c5e1521b48,Psychology
ac7fb57a6a4f15f82835565908e96117a246f4d3,Biology
e53373bf877425de8ac1d0501db6ab4da3e1eab2,Computer Science
e53373bf877425de8ac1d0501db6ab4da3e1eab2,Political Science
ef2fcedde81f9e1c7ce0d43f8fb4f1999e0ce4e6,Computer Science
df209a5556e77ec099ab1d1ff4b25c873eb64dc5,Psychology
df209a5556e77ec099ab1d1ff4b25c873eb64dc5,Medicine
89dd3e051cfd5cc137a1865432b78ce911553aba,Computer Science
7436a9c9ba8800401eca6827eca00abf2f2a6921,Computer Science
633e1ba9a1781cf0173435ee043f2d4ae2dc4c28,Computer Science
63da9079437f6090b44eec60ec3986c25c13be73,Computer Science
142ab7253bbf1d0144faa741d0c5c83033b362bc,Computer Science
f3b27eb1a96264512156ad84653be9917420820c,Psychology
b8ad8a9da1ba24205e0599331093f8b44d688b7a,Computer Science
85d7c44569903007fcdd9db113ab7825d20f09af,Computer Science
13914a76bf228b694d6cdc038c985e72a444214c,Psychology
aa57b9bdb0736cbb38abf0a9d12047212c2a2425,Computer Science
aa57b9bdb0736cbb38abf0a9d12047212c2a2425,Medicine
3357a64e926580509b9acfbd171165faa3814b79,Medicine
3357a64e926580509b9acfbd171165faa3814b79,Computer Science
69797daa0c049eafcdc75d6bfe4195e13dff5769,Psychology
123d17ddd44bbb7bab8b97bd8a02fabf25164e06,Computer Science
